,logFC,FDR,FC,geneLen,GC_content,median_IUPRED,5UTR_PARS_RNAstructure,CDS_PARS_RNAstructure,3UTR_PARS_RNAstructure,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%urn,%Beta-sheet,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,RNAseq RPKM,RNAseq log2(RPKM),MS mean,log2(MS),Imputed log2(MS),protein_synthesis_rate,real_protein_synthesis_rate,Ribo_profilling_init_rate,Ribo_profilling_ribo_num,Ribo_profilling_trans_rate,Ribo_profilling_trans_time,Ribo_profilling_delay_time,IDR ratio,Control Median,control Localization,GOMF,GOBP slim,GOCC slim,Number of complexe,Sum d0 Pause Score,Sum Odds Ratio,intron length,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,fopScore,gravyScore,instabilityIndex,molecularWeight,pI
YDR494W,0.595261303566809,0.0016939724669295,1.5107461898997108,1086.0,37.6611,0.4831,,,,0.0387,0.0055,0.0387,0.0608,0.0387,0.0442,0.011,0.0249,0.1077,0.0856,0.0304,0.0829,0.0497,0.0691,0.0635,0.0994,0.0497,0.0691,0.0028,0.0249,0.2459,0.2762,0.2155,2.0,9.0,146.0,28.1331926325,4.864591906310226,1292000000.0,30.266958925134738,30.266958925134738,,,0.134,8.757,0.101,86.259,3.282,0.4668508287292817,16.37,below threshold,GO:0003735;GO:0005198,GO:0006412;GO:0006413;GO:0006996;GO:0007005;GO:0008152;GO:0009058;GO:0009987;GO:0016043;GO:0019538;GO:0032543;GO:0043170;GO:0044237;GO:0044238,GO:0015935;GO:0030529;GO:0032991;GO:0044464,0.0,,,,0.0,62.64,0.07,0.13,0.02,0.43,-0.89,46.37,41242.8,10.63
YDR495C,-0.419660239122982,0.796741107797821,0.7476006667544758,3036.0,33.3004,0.0929,,,,0.0326,0.0158,0.0682,0.1038,0.0494,0.0277,0.0188,0.085,0.0968,0.1215,0.0158,0.0682,0.0257,0.0237,0.0296,0.081,0.0543,0.0435,0.0049,0.0326,0.337,0.2026,0.2737,9.0,3.0,52.0,2.9111673575,1.9675992698140288,58554333.333333336,25.803272630664146,25.803272630664146,,,0.027,7.056,0.025,282.872,4.969,0.125494071146245,22.86,punctate,,GO:0006605;GO:0006810;GO:0006873;GO:0006996;GO:0007033;GO:0007034;GO:0009987;GO:0015031;GO:0016043;GO:0019725;GO:0042592;GO:0048308;GO:0051234;GO:0065007,GO:0032991;GO:0043234;GO:0044464,1.0,,,,0.0,91.75,0.09,0.12,-0.04,0.42,-0.4,42.94,116877.0,4.76
YDR496C,0.179670977313486,0.388878858934746,1.1326255479564113,1971.0,35.9716,0.1969,0.031052631578947,0.217398782343987,0.126875,0.0533,0.0076,0.0578,0.105,0.0304,0.0441,0.0259,0.07,0.1081,0.1126,0.0107,0.0426,0.0228,0.0396,0.0472,0.0837,0.0487,0.0518,0.0091,0.0274,0.3014,0.1933,0.2816,60.0,14.0,31.0,45.65956071,5.544100819601505,2223733333.3333335,31.050336647307926,31.050336647307926,,,0.141,15.957,0.113,141.547,5.108,0.1887366818873668,147.72,nucleus,GO:0000900;GO:0003676;GO:0003723;GO:0003729;GO:0003730;GO:0005488;GO:0030371;GO:0045182;GO:0090079,GO:0006417;GO:0006810;GO:0009987;GO:0042273;GO:0051234;GO:0065007,GO:0005730;GO:0030427;GO:0030529;GO:0032991;GO:0043226;GO:0043229;GO:0043232;GO:0044464,0.0,,,,0.0,86.84,0.07,0.25,0.24,0.57,-0.59,41.05,75101.3,6.88
YDR498C,0.40658178381512,0.0909559709687887,1.3255414495255446,1152.0,42.3611,0.14365,-0.1478125,0.209487847222221,-0.044285714285714,0.0573,0.013,0.0703,0.0755,0.0417,0.0234,0.0234,0.0469,0.0833,0.1328,0.0104,0.0391,0.0156,0.0521,0.0417,0.1016,0.0495,0.0781,0.0156,0.026,0.3411,0.1797,0.276,14.0,81.0,225.0,16.349887825,4.11685443003445,177240000.0,27.401128999175178,27.401128999175178,,,0.016,1.472,0.015,100.468,1.2,0.0026041666666666,,,GO:0005484;GO:0005488;GO:0005515,GO:0006810;GO:0006996;GO:0009987;GO:0015031;GO:0016043;GO:0016044;GO:0016050;GO:0016192;GO:0048193;GO:0048284;GO:0051234;GO:0061024;GO:0061025,GO:0005783;GO:0016020;GO:0032991;GO:0043226;GO:0043229;GO:0043231;GO:0043234;GO:0044464,1.0,,,,0.0,92.63,0.08,0.14,0.06,0.46,-0.3,46.8,43874.4,5.88
YDR499W,0.119145485328746,0.73544626616917,1.0860913752361774,2244.0,35.4724,0.09575,,,,0.0374,0.008,0.0628,0.0802,0.0401,0.0281,0.0241,0.0909,0.0775,0.1283,0.0281,0.0508,0.0334,0.0455,0.0441,0.0722,0.0588,0.0521,0.0067,0.0294,0.3476,0.1845,0.2741,15.0,,,3.42855639025,2.146836489289268,33418666.666666668,24.99415088148232,24.99415088148232,,,0.008,1.549,0.007,208.968,0.826,0.1764705882352941,19.32,below threshold,GO:0003676;GO:0003677;GO:0003684;GO:0005488,GO:0006139;GO:0006259;GO:0006260;GO:0006281;GO:0006325;GO:0006807;GO:0006950;GO:0006974;GO:0006996;GO:0008152;GO:0009058;GO:0009987;GO:0016043;GO:0016568;GO:0032200;GO:0034641;GO:0042592;GO:0043170;GO:0044237;GO:0044238;GO:0050896;GO:0051234;GO:0051276;GO:0051726;GO:0065007,GO:0000228;GO:0005694;GO:0005737;GO:0043226;GO:0043229;GO:0043232;GO:0044464,0.0,,,,0.0,99.04,0.08,0.12,-0.02,0.43,-0.25,42.52,86409.5,5.88
YDR500C,0.864113947977756,0.0002851309411036,1.8202214085213906,267.0,44.9438,0.5807,-1.28875,0.516307116104868,0.053432835820896,0.0787,0.0449,0.0,0.0,0.0449,0.1011,0.0674,0.0,0.1236,0.0225,0.0225,0.0449,0.0225,0.0225,0.1236,0.1124,0.1011,0.0225,0.0112,0.0225,0.1236,0.2809,0.1236,,,,2593.2811712499997,11.341119133713963,9481433333.333334,33.142458025770594,33.142458025770594,13755.7260869565,1.32999986090443,0.169,1.823,0.129,14.081,0.328,0.7528089887640449,234.99,cytosol,GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488;GO:0019843;GO:0043167;GO:0043169;GO:0046872,GO:0002181;GO:0006412;GO:0008152;GO:0009058;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238,GO:0030529;GO:0032991;GO:0044464,1.0,4.52,5.17,388.0,1.0,19.77,0.08,0.71,0.84,0.91,-1.18,53.4,9890.7,12.31
YDR501W,0.326277571564488,0.375547859756712,1.253774220823217,1566.0,39.3359,0.4069,,,,0.0421,0.0153,0.0383,0.069,0.0326,0.0421,0.0172,0.0632,0.092,0.0958,0.0057,0.0575,0.0709,0.0421,0.0479,0.1188,0.0709,0.046,0.0038,0.0268,0.2682,0.2893,0.2126,1.0,12.0,10.0,4.43443340275,2.4421296268525863,,,24.05210875025446,,,0.069,7.123,0.053,133.222,3.793,0.2873563218390804,16.57,below threshold,GO:0003682;GO:0005488,GO:0006950;GO:0006974;GO:0009987;GO:0050896,GO:0044464,0.0,,,,0.0,77.45,0.06,0.14,0.07,0.46,-0.61,54.95,58219.9,9.76
YDR502C,0.469430909871977,0.128616573834525,1.3845632011214348,1155.0,41.9048,0.2364,0.115,0.459830303030303,0.015756457564576,0.0883,0.013,0.0883,0.0571,0.0338,0.0805,0.0156,0.0701,0.0779,0.0753,0.0182,0.0156,0.0416,0.0442,0.039,0.0623,0.0623,0.0649,0.0104,0.039,0.2935,0.2,0.239,4.0,,8.0,159.925606175,7.330250092980089,4913866666.666667,32.19421156628427,32.19421156628427,,,0.188,10.496,0.143,73.351,3.467,0.0,599.86,cytosol,GO:0000166;GO:0003824;GO:0004478;GO:0005488;GO:0005524;GO:0016740;GO:0016765;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0043167;GO:0043169;GO:0046872,GO:0006082;GO:0006139;GO:0006520;GO:0006730;GO:0006790;GO:0006807;GO:0008152;GO:0009058;GO:0009116;GO:0009308;GO:0009987;GO:0034641;GO:0042180;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0051186;GO:0055086,,0.0,9.58,14.700000000000003,,0.0,81.23,0.08,0.5,0.6,0.78,-0.31,35.22,42245.2,4.98
YDR503C,0.353591994679147,0.113961207119151,1.277737957919971,825.0,40.1212,0.0163,-0.327826086956521,0.139071515151514,0.069132911392405,0.0291,0.0364,0.0582,0.0291,0.0545,0.0436,0.0255,0.0836,0.0545,0.1236,0.0364,0.0364,0.04,0.0182,0.0509,0.0873,0.0473,0.08,0.0255,0.0364,0.4036,0.2073,0.2182,1.0,5.0,14.0,17.5889964775,4.216376983702454,,,23.713577253043084,,,0.144,6.945,0.105,66.265,2.955,0.0,14.3,below threshold,GO:0003824;GO:0008195;GO:0016787;GO:0016788;GO:0016791;GO:0042578,GO:0006629;GO:0006793;GO:0008152;GO:0009987;GO:0044237;GO:0044238;GO:0044255,GO:0016020;GO:0044464,0.0,,,,0.0,101.45,0.12,0.11,0.01,0.43,0.27,45.94,31591.6,8.4
YDR504C,-0.111842786142032,0.634315035273148,0.9254052661229859,384.0,26.3021,0.00055,,,,0.0078,0.0469,0.0078,0.0312,0.1953,0.0234,0.0156,0.0938,0.0547,0.1094,0.0156,0.0547,0.0234,0.0,0.0391,0.0469,0.0703,0.0703,0.0078,0.0781,0.5547,0.1484,0.1641,,,,5.2045512645,2.6333268732257866,,,24.644487662286625,,,,,,,,0.0,17.04,below threshold,,,GO:0044464,0.0,,,,0.0,90.67,0.28,0.21,0.09,0.5,0.84,33.76,15586.7,9.18
YDR506C,-2.78405964521747,0.0009664347792616,0.14518258909529566,1827.0,40.1204,0.1671,,,,0.0443,0.0115,0.0673,0.0575,0.0394,0.069,0.0361,0.0722,0.0722,0.0837,0.0312,0.0509,0.0361,0.0279,0.0312,0.0591,0.0722,0.069,0.0213,0.046,0.3317,0.2151,0.2167,,,,0.9274311052499999,0.9466792928819253,,,24.594549963787028,,,0.15,15.703,0.097,162.2,13.333,0.0098522167487684,17.53,below threshold,GO:0003824;GO:0005488;GO:0005507;GO:0016491;GO:0043167;GO:0043169;GO:0046872;GO:0046914,GO:0006810;GO:0006811;GO:0006996;GO:0007126;GO:0009987;GO:0016043;GO:0042592;GO:0051234;GO:0051276;GO:0065007,,0.0,,,,0.0,80.73,0.11,0.14,0.07,0.48,-0.3,30.16,69268.6,6.36
YDR508C,-0.483463481728168,0.618221160791887,0.7152584384178897,1992.0,41.0643,0.02225,0.168076923076923,0.571648644578315,-0.01921327014218,0.0813,0.0196,0.0392,0.0527,0.0572,0.0798,0.0151,0.0753,0.0542,0.0858,0.0286,0.0437,0.0361,0.0316,0.0407,0.0828,0.0407,0.0753,0.0196,0.0392,0.3524,0.2425,0.2485,14.0,7.0,82.0,175.46438535000001,7.463233232967824,1757700000.0,30.711041710586702,30.711041710586702,,,0.203,15.842,0.109,144.824,3.982,0.2228915662650602,366.16,ER,GO:0005215;GO:0005275;GO:0005342;GO:0015171;GO:0015175;GO:0015179;GO:0015193;GO:0022804;GO:0022857;GO:0022891;GO:0022892;GO:0046943,GO:0006810;GO:0006865;GO:0009987;GO:0015837;GO:0015849;GO:0051234;GO:0055085,GO:0005886;GO:0016020;GO:0044464,0.0,,,,0.0,88.9,0.12,0.2,0.23,0.56,0.11,37.61,73600.7,7.8
YDR510W,0.852561449651508,0.0001735633560885,1.8057040390671277,306.0,43.1373,0.51755,0.131304347826087,0.518624183006535,0.101954887218045,0.0588,0.0,0.0882,0.1176,0.0392,0.049,0.0196,0.0784,0.0882,0.0588,0.0392,0.0294,0.049,0.049,0.0588,0.0588,0.049,0.0392,0.0,0.0196,0.2353,0.1863,0.2745,181.0,13.0,148.0,219.69237074999998,7.785892946844055,815250000.0,29.602667296842274,29.602667296842274,45815.3052173913,4.42974432474372,0.419,4.482,0.21,21.292,1.353,0.5490196078431373,149.56,cytosol,GO:0005488;GO:0005515;GO:0031386;GO:0042802,GO:0006464;GO:0008152;GO:0009987;GO:0019538;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0070647,GO:0000228;GO:0005634;GO:0005694;GO:0005856;GO:0043226;GO:0043229;GO:0043231;GO:0043232;GO:0044464,0.0,2.52,3.8499999999999996,,0.0,66.9,0.06,0.31,0.39,0.66,-0.85,54.38,11591.1,4.66
YDR511W,0.223865722886216,0.582215946234687,1.167858692504854,402.0,42.5373,0.346,0.0,0.087487562189055,-0.02047619047619,0.0224,0.0,0.0597,0.0672,0.0224,0.0299,0.0448,0.0448,0.0896,0.1418,0.0299,0.0672,0.0448,0.0672,0.0597,0.0672,0.0373,0.0448,0.0149,0.0373,0.306,0.209,0.2612,2.0,1.0,13.0,28.632344482499995,4.889100870341725,66160333.333333336,25.979463189225914,25.979463189225914,,,0.169,4.468,0.1,44.521,5.532,0.1716417910447761,17.17,mitochondria,,GO:0006461;GO:0009987;GO:0015976;GO:0016043;GO:0022607;GO:0034622;GO:0065003;GO:0065007;GO:0070271,GO:0044464,0.0,,,,0.0,82.17,0.08,0.14,0.11,0.48,-0.82,52.94,15786.3,9.64
YDR512C,1.00064620491545,0.0027703945137745,2.000896030888325,564.0,41.3121,0.2503,0.0,-0.016702127659574,-0.054705882352941,0.0426,0.0266,0.0372,0.0745,0.0479,0.0798,0.0106,0.0745,0.0904,0.0266,0.0266,0.0426,0.0213,0.0532,0.0426,0.117,0.0638,0.0585,0.016,0.0426,0.266,0.2606,0.1702,,,,17.8580958875,4.237112108528041,,,23.12864949514998,,,0.069,2.963,0.058,51.326,3.105,0.0,,,,GO:0006461;GO:0007049;GO:0009987;GO:0016043;GO:0022607;GO:0030154;GO:0032502;GO:0034622;GO:0043934;GO:0048646;GO:0051321;GO:0065003,,0.0,,,,0.0,57.49,0.11,0.08,-0.17,0.36,-0.57,43.64,21075.1,8.69
YDR513W,0.68834355505544,0.0025874172687552,1.611432273575053,432.0,38.4259,0.15685,0.0,0.288502314814814,-0.383529411764705,0.0625,0.0139,0.0347,0.0764,0.0486,0.0486,0.0139,0.0903,0.0972,0.1042,0.0208,0.0556,0.0347,0.0417,0.0139,0.0694,0.0694,0.0764,0.0,0.0208,0.3403,0.2083,0.2639,8.0,1.0,33.0,134.81036317500002,7.0854497601581246,1498500000.0,30.480871938800508,30.480871938800508,5943.24108695652,0.574634139194508,0.225,4.491,0.148,30.355,1.479,0.0,33.84,nucleus,GO:0003824;GO:0004364;GO:0004601;GO:0004602;GO:0009055;GO:0015035;GO:0015036;GO:0016209;GO:0016491;GO:0016667;GO:0016684;GO:0016740;GO:0016765,GO:0006082;GO:0006518;GO:0006520;GO:0006790;GO:0006807;GO:0006950;GO:0006979;GO:0008152;GO:0009308;GO:0009987;GO:0019725;GO:0034641;GO:0042180;GO:0042221;GO:0042592;GO:0044237;GO:0044238;GO:0044281;GO:0050896;GO:0065007,GO:0005739;GO:0005829;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,2.5,6.79,,0.0,101.87,0.07,0.21,0.24,0.58,0.02,31.89,15861.6,7.41
YDR514C,0.0044224194306087,0.987280220857362,1.0030700906644103,1452.0,39.1873,0.2064,,,,0.0579,0.0207,0.0558,0.0723,0.0413,0.0496,0.0269,0.0599,0.1012,0.0971,0.0269,0.0517,0.0372,0.0269,0.0496,0.0723,0.0413,0.0558,0.0124,0.0413,0.3079,0.2107,0.2541,,,,7.967221675,3.164661062448909,135200000.0,27.010519921389818,27.010519921389818,,,0.106,10.296,0.087,118.28,3.787,0.0557851239669421,,,GO:0003676;GO:0005488,,GO:0005634;GO:0005739;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,78.0,0.1,0.11,-0.05,0.4,-0.46,36.5,55501.6,9.05
YDR515W,-1.63688694012195,0.0018545923185425,0.3215495687889862,1344.0,34.5238,0.5807,,,,0.0446,0.0,0.0446,0.0603,0.0357,0.0446,0.0112,0.0625,0.0915,0.0558,0.0201,0.1451,0.0469,0.0513,0.0379,0.1228,0.0491,0.0156,0.0089,0.0491,0.2277,0.3594,0.1808,6.0,2.0,9.0,6.9994563652499995,2.9999019592740805,268706666.6666667,28.001456879818367,28.001456879818367,,,0.05,4.451,0.042,106.77,0.909,0.5669642857142857,39.59,cytosol,GO:0003676;GO:0003723;GO:0005488,GO:0006417;GO:0006873;GO:0009987;GO:0019725;GO:0042592;GO:0065007,GO:0005844;GO:0030529;GO:0032991;GO:0043226;GO:0043229;GO:0043232;GO:0044464,0.0,,,,0.0,52.64,0.09,0.16,0.05,0.47,-1.14,47.28,50954.8,9.74
YDR516C,0.876969783837023,9.2935522754862e-05,1.8365138597969843,1503.0,44.0452,0.2002,-0.388061224489795,0.323022621423819,-0.187419354838709,0.0539,0.018,0.0519,0.0778,0.0379,0.0758,0.0259,0.0639,0.0559,0.1198,0.02,0.0419,0.0359,0.0279,0.0559,0.0719,0.0679,0.0559,0.004,0.0359,0.3174,0.2255,0.2715,,,,14.623929647499999,3.9656854529733363,479430000.0,28.8367449495621,28.8367449495621,,,0.256,15.789,0.145,108.753,4.647,0.0,41.66,cytosol,GO:0000166;GO:0003824;GO:0004340;GO:0004396;GO:0005488;GO:0005524;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0017076;GO:0019200;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639,GO:0005975;GO:0006066;GO:0006091;GO:0008152;GO:0009056;GO:0009987;GO:0030154;GO:0032502;GO:0043934;GO:0044237;GO:0044238;GO:0044281;GO:0048646,GO:0005737;GO:0044464,0.0,,,,0.0,90.44,0.08,0.18,0.22,0.55,-0.23,44.62,55912.4,6.21
YDR517W,0.240002004639057,0.319765398557829,1.1809943024316778,1119.0,47.5424,0.2715,0.3754,0.421954423592493,-0.03803738317757,0.059,0.0134,0.0804,0.0429,0.0483,0.0617,0.0241,0.0563,0.0456,0.0724,0.008,0.0483,0.0724,0.0643,0.0402,0.0912,0.0509,0.0804,0.008,0.0295,0.2949,0.2735,0.1823,8.0,6.0,40.0,44.414286215000004,5.505074300099414,174636666.66666666,27.379781265986406,27.379781265986406,,,0.338,15.811,0.131,121.0,21.933,0.2439678284182305,,,,GO:0006810;GO:0006996;GO:0007030;GO:0009987;GO:0015031;GO:0016043;GO:0016192;GO:0046903;GO:0048193;GO:0051234,GO:0005737;GO:0016020;GO:0044464,1.0,,,,0.0,76.32,0.09,0.13,0.12,0.5,-0.4,50.5,41105.3,4.88
YDR518W,-1.83413702801664,0.0001094307165191,0.28045923068617784,1554.0,38.2883,0.1229,0.001052631578947,0.297359716859716,0.116470588235294,0.056,0.0097,0.0656,0.083,0.0521,0.0347,0.029,0.0811,0.0579,0.1042,0.0135,0.0521,0.0521,0.0386,0.027,0.0637,0.056,0.0714,0.0058,0.0444,0.3591,0.2027,0.2568,56.0,27.0,106.0,31.446128932499995,5.019974458996999,520096666.6666667,28.954204553510273,28.954204553510273,1367.89573478261,0.13225773219763,0.225,15.907,0.132,120.42,4.967,0.025096525096525,,,GO:0003756;GO:0003824;GO:0005488;GO:0005515;GO:0015035;GO:0015036;GO:0016491;GO:0016667;GO:0016671;GO:0016853;GO:0016860;GO:0016862;GO:0016864;GO:0019153;GO:0051082,GO:0006457;GO:0008152;GO:0009987;GO:0019538;GO:0019725;GO:0042592;GO:0043170;GO:0044237;GO:0044238;GO:0065007,GO:0044464,0.0,,,,0.0,93.41,0.1,0.2,0.16,0.53,-0.17,35.81,58949.2,4.53
YDR519W,0.214499142853568,0.399127895208925,1.1603010253925032,408.0,41.6667,0.0967,0.558723404255319,0.171188725490195,-0.245418502202643,0.0588,0.0147,0.0588,0.0515,0.0515,0.1103,0.0074,0.0809,0.0588,0.0882,0.0294,0.0074,0.0515,0.0147,0.0368,0.0956,0.0294,0.1103,0.0074,0.0294,0.3676,0.2647,0.2279,6.0,1.0,3.0,73.1249774325,6.211887855314634,776143333.3333334,29.531747865939707,29.531747865939707,3264.65252173913,0.315649451898546,0.263,4.479,0.151,29.668,1.473,0.0,,,GO:0003755;GO:0003824;GO:0005488;GO:0005527;GO:0005528;GO:0008144;GO:0016853;GO:0016859,GO:0006457;GO:0006464;GO:0008152;GO:0009987;GO:0018193;GO:0019538;GO:0043170;GO:0043412;GO:0044237;GO:0044238,GO:0016020;GO:0044464,0.0,,,,0.0,103.77,0.09,0.19,0.21,0.54,0.36,37.51,14485.0,5.14
YDR520C,-0.612954721768392,0.205051961802839,0.6538561948821059,2319.0,36.395,0.1092,,,,0.0505,0.0207,0.0647,0.0556,0.066,0.0414,0.0272,0.066,0.0776,0.1022,0.0194,0.0815,0.031,0.0259,0.0479,0.0867,0.0569,0.0349,0.0065,0.0362,0.3118,0.2406,0.2277,2.0,,21.0,7.6692266535,3.115903302221893,,,23.86384397540599,,,0.025,4.638,0.023,200.072,2.27,,20.07,nucleus,GO:0000981;GO:0001071;GO:0003676;GO:0003677;GO:0003700;GO:0005488;GO:0008270;GO:0043167;GO:0043169;GO:0046872;GO:0046914,GO:0006139;GO:0006725;GO:0006807;GO:0008152;GO:0009056;GO:0009117;GO:0009987;GO:0034641;GO:0034655;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0055086,GO:0005634;GO:0005737;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,76.6,0.11,0.12,-0.07,0.39,-0.43,38.12,88652.7,8.03
YDR522C,-0.456691597114255,0.0326004894660107,0.7286553039189545,1509.0,34.1948,0.1298,,,,0.0417,0.008,0.0477,0.0736,0.0517,0.0577,0.0099,0.0974,0.1034,0.1093,0.0179,0.0875,0.0239,0.0318,0.0159,0.0915,0.0517,0.0577,0.006,0.0139,0.336,0.2604,0.2425,,,,,,,,24.328490589971747,,,,,,,,0.0675944333996023,,,,GO:0000003;GO:0007047;GO:0009987;GO:0016043;GO:0022607;GO:0030154;GO:0030437;GO:0032502;GO:0043934;GO:0045229;GO:0048468;GO:0048646;GO:0048856;GO:0070882;GO:0071554;GO:0071555,GO:0005618;GO:0005886;GO:0016020;GO:0030312;GO:0044464,0.0,,,,0.0,99.62,0.07,0.16,0.06,0.48,-0.17,40.86,55938.9,7.04
YDR523C,-0.181067637872031,0.521094558579175,0.8820500110768499,1473.0,37.6782,0.2064,,,,0.0407,0.0163,0.053,0.0774,0.0387,0.0489,0.0183,0.0733,0.0896,0.0896,0.0244,0.053,0.053,0.0305,0.0428,0.0794,0.057,0.0672,0.0081,0.0367,0.3136,0.2342,0.2322,53.0,3.0,25.0,0.818325592,0.8626105537157277,,,22.68571429483684,,,0.044,4.558,0.038,120.254,2.247,0.0875763747454175,16.35,below threshold,GO:0000166;GO:0003824;GO:0004672;GO:0004674;GO:0005488;GO:0005524;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639,GO:0000003;GO:0006464;GO:0006468;GO:0006793;GO:0007047;GO:0008152;GO:0009987;GO:0016043;GO:0019538;GO:0022607;GO:0030154;GO:0030437;GO:0032502;GO:0043170;GO:0043412;GO:0043934;GO:0044237;GO:0044238;GO:0045229;GO:0048468;GO:0048646;GO:0048856;GO:0070882;GO:0071554;GO:0071555,GO:0005634;GO:0005737;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,82.96,0.08,0.14,0.03,0.45,-0.39,44.85,55705.6,7.76
YDR524C,-1.27502155600581,0.0470596522412956,0.41321898492585957,1449.0,35.6798,0.2094,,,,0.0476,0.0228,0.0414,0.0373,0.0414,0.0269,0.0414,0.0683,0.0828,0.1035,0.0186,0.0766,0.0373,0.0352,0.0435,0.1408,0.058,0.0393,0.0104,0.0248,0.2878,0.2816,0.207,,,,21.9646752725,4.52134447844334,188570000.0,27.490524939613813,27.490524939613813,,,0.038,4.455,0.034,131.619,3.966,0.1511387163561076,14.52,below threshold,GO:0005096;GO:0005488;GO:0005543;GO:0008047;GO:0008270;GO:0008289;GO:0030234;GO:0030695;GO:0043167;GO:0043169;GO:0046872;GO:0046914;GO:0060589,GO:0006810;GO:0009987;GO:0015031;GO:0016192;GO:0048193;GO:0051234;GO:0065007,GO:0005768;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,80.2,0.08,0.14,0.01,0.43,-0.42,43.71,54518.1,10.03
YDR525W-A,-1.82858296772118,7.950624001498e-05,0.28154101835635925,240.0,42.9167,0.00225,0.264644736842105,0.058833333333333,-0.082794759825327,0.075,0.0125,0.05,0.0375,0.1125,0.05,0.05,0.075,0.025,0.1625,0.0125,0.0375,0.05,0.0,0.0375,0.075,0.0125,0.0375,0.025,0.05,0.4625,0.2125,0.2875,1.0,3.0,12.0,39.533077649999996,5.341027817319266,52878666.666666664,25.656182491304723,25.656182491304723,,,,,,,,0.0,154.03,punctate:vacuole membrane,,,GO:0005811;GO:0016020;GO:0044464,0.0,,,,0.0,105.41,0.19,0.14,0.02,0.42,0.5,38.24,9177.7,6.5
YDR527W,1.19513437480145,0.0022984997469105,2.28966157381316,1320.0,39.3939,0.4256,,,,0.0455,0.0091,0.1023,0.0909,0.0318,0.0523,0.0227,0.0682,0.1023,0.0864,0.0182,0.0545,0.0409,0.0455,0.0318,0.0659,0.0432,0.0455,0.0136,0.0273,0.2727,0.2136,0.2409,,,,18.061661434999998,4.2526019664737325,517413333.3333333,28.946741993501696,28.946741993501696,368.413143478261,0.0356207608732535,0.086,6.915,0.068,101.403,3.393,0.3181818181818182,17.57,below threshold,,GO:0006139;GO:0006366;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0065007,GO:0005737;GO:0044464,0.0,4.16,5.24,,0.0,74.11,0.07,0.17,0.06,0.47,-0.81,40.52,50166.5,4.63
YDR528W,-2.59768489041886,0.0008405319357437,0.16520338004611385,1272.0,38.3648,0.4725,,,,0.0401,0.0142,0.0684,0.066,0.0425,0.0189,0.0189,0.0566,0.0802,0.0731,0.0189,0.059,0.0731,0.0401,0.0472,0.1509,0.0613,0.0425,0.0,0.0259,0.2406,0.3019,0.1981,,,,12.230621755,3.7258089555801504,58408000.0,25.799662673939757,25.799662673939757,,,0.016,1.592,0.015,105.716,1.079,0.4245283018867924,22.55,cytosol,,GO:0007047;GO:0009987;GO:0016043;GO:0045229;GO:0070882;GO:0071554;GO:0071555,GO:0005737;GO:0044464,0.0,,,,0.0,64.44,0.07,0.14,0.05,0.46,-0.75,68.35,47575.7,6.72
YDR529C,0.180617188627367,0.546568384385126,1.133368639600809,384.0,42.4479,0.1643,-1.00521739130434,0.273578124999999,-0.052470588235294,0.1016,0.0078,0.0547,0.0938,0.0234,0.0234,0.0234,0.0859,0.0703,0.125,0.0156,0.0391,0.0625,0.0391,0.0547,0.0469,0.0312,0.0391,0.0078,0.0469,0.3281,0.1719,0.3359,7.0,2.0,69.0,332.026917925,8.37949498204848,3379866666.6666665,31.654319188751057,31.654319188751057,,,0.225,4.469,0.141,31.749,2.025,0.0,216.69,mitochondria,,GO:0006091;GO:0006461;GO:0008152;GO:0009987;GO:0016043;GO:0022607;GO:0034622;GO:0044237;GO:0045333;GO:0065003;GO:0070271,GO:0032991;GO:0043234;GO:0044464;GO:0045275,1.0,4.02,8.1,,0.0,98.04,0.08,0.2,0.25,0.57,-0.3,53.19,14561.9,5.7
