Transcript.symbol	Transcript.length	Transcript.gene.secondaryIdentifier
SC_Transcript_00015988	507	YDR524C-B
SC_Transcript_00016000	591	YDR524C-B
SC_Transcript_00016047	410	YDR524C-B
SC_Transcript_00016270	542	YDR524C-B
SC_Transcript_00016312	350	YDR524C-B
SC_Transcript_00016390	583	YDR524C-B
SC_Transcript_00016738	594	YDR524C-B
SC_Transcript_00016780	524	YDR524C-B
SC_Transcript_00017071	477	YDR524C-B
SC_Transcript_00017160	476	YDR524C-B
SC_Transcript_00017303	549	YDR524C-B
SC_Transcript_00017345	600	YDR524C-B
SC_Transcript_00017465	501	YDR524C-B
SC_Transcript_00017649	411	YDR524C-B
SC_Transcript_00017678	498	YDR524C-B
SC_Transcript_00017745	553	YDR524C-B
""	664	YDR524C-B
""	693	YDR524C-B
SC_Transcript_00001541	495	YDR525W-A
SC_Transcript_00005107	373	YDR525W-A
SC_Transcript_00005275	483	YDR525W-A
SC_Transcript_00006957	529	YDR525W-A
SC_Transcript_00007229	509	YDR525W-A
SC_Transcript_00008460	490	YDR525W-A
SC_Transcript_00008467	488	YDR525W-A
SC_Transcript_00010068	548	YDR525W-A
SC_Transcript_00011308	536	YDR525W-A
SC_Transcript_00011488	405	YDR525W-A
SC_Transcript_00011789	546	YDR525W-A
SC_Transcript_00012882	347	YDR525W-A
SC_Transcript_00013910	340	YDR525W-A
SC_Transcript_00014108	500	YDR525W-A
SC_Transcript_00014657	553	YDR525W-A
SC_Transcript_00015996	582	YDR525W-A
SC_Transcript_00016328	502	YDR525W-A
SC_Transcript_00017311	521	YDR525W-A
""	1066	YDR525W-A
""	1069	YDR525W-A
""	2033	YDR527W
""	2102	YDR527W
SC_Transcript_00006783	1677	YDR528W
""	1728	YDR528W
""	1731	YDR528W
SC_Transcript_00000074	616	YDR529C
SC_Transcript_00000092	626	YDR529C
SC_Transcript_00001091	439	YDR529C
SC_Transcript_00003238	614	YDR529C
SC_Transcript_00003659	585	YDR529C
SC_Transcript_00003802	592	YDR529C
SC_Transcript_00005149	447	YDR529C
SC_Transcript_00005222	453	YDR529C
SC_Transcript_00005324	631	YDR529C
SC_Transcript_00005820	592	YDR529C
SC_Transcript_00005887	660	YDR529C
SC_Transcript_00006613	635	YDR529C
SC_Transcript_00007136	572	YDR529C
SC_Transcript_00007433	586	YDR529C
SC_Transcript_00007877	434	YDR529C
SC_Transcript_00007936	425	YDR529C
SC_Transcript_00008413	599	YDR529C
SC_Transcript_00008856	464	YDR529C
SC_Transcript_00008867	597	YDR529C
SC_Transcript_00009067	607	YDR529C
SC_Transcript_00010044	560	YDR529C
SC_Transcript_00010508	648	YDR529C
SC_Transcript_00010661	626	YDR529C
SC_Transcript_00012083	577	YDR529C
SC_Transcript_00012089	665	YDR529C
SC_Transcript_00012196	566	YDR529C
SC_Transcript_00012446	591	YDR529C
SC_Transcript_00012592	611	YDR529C
SC_Transcript_00013158	459	YDR529C
SC_Transcript_00013882	654	YDR529C
SC_Transcript_00014327	613	YDR529C
SC_Transcript_00014541	577	YDR529C
SC_Transcript_00015124	599	YDR529C
SC_Transcript_00015246	624	YDR529C
SC_Transcript_00015375	619	YDR529C
SC_Transcript_00015382	620	YDR529C
SC_Transcript_00015736	605	YDR529C
SC_Transcript_00016922	567	YDR529C
SC_Transcript_00017206	586	YDR529C
SC_Transcript_00017287	601	YDR529C
SC_Transcript_00017323	594	YDR529C
""	771	YDR529C
""	800	YDR529C
""	1311	YDR530C
""	1390	YDR530C
SC_Transcript_00006883	1238	YDR531W
SC_Transcript_00008536	1233	YDR531W
SC_Transcript_00011236	1232	YDR531W
SC_Transcript_00014675	1227	YDR531W
SC_Transcript_00015905	1242	YDR531W
""	1293	YDR531W
""	1477	YDR531W
""	1455	YDR532C
""	1475	YDR532C
SC_Transcript_00001890	806	YDR533C
SC_Transcript_00004830	1017	YDR533C
SC_Transcript_00011533	922	YDR533C
SC_Transcript_00012521	824	YDR533C
SC_Transcript_00014238	813	YDR533C
SC_Transcript_00014453	799	YDR533C
SC_Transcript_00014757	841	YDR533C
""	1062	YDR533C
""	1177	YDR533C
""	2419	YDR534C
""	1999	YDR536W
""	1868	YDR538W
""	1947	YDR538W
""	1904	YDR539W
""	1953	YDR539W
""	1244	YDR540C
""	1476	YDR540C
""	1454	YDR541C
""	1482	YDR541C
""	1017	YEL001C
""	1022	YEL001C
SC_Transcript_00014280	1467	YEL002C
""	1515	YEL002C
""	1519	YEL002C
SC_Transcript_00000015	567	YEL003W
SC_Transcript_00011946	545	YEL003W
SC_Transcript_00014597	555	YEL003W
SC_Transcript_00016866	557	YEL003W
""	758	YEL003W
""	1758	YEL003W
""	1427	YEL004W
""	1437	YEL004W
SC_Transcript_00002908	962	YEL005C
SC_Transcript_00004258	936	YEL005C
""	985	YEL005C
""	2363	YEL005C
SC_Transcript_00005614	1212	YEL006W
""	1438	YEL006W
""	1460	YEL006W
""	708	YEL008C-A
""	740	YEL008C-A
""	861	YEL008W
""	865	YEL008W
SC_Transcript_00000760	1492	YEL009C
SC_Transcript_00001674	1525	YEL009C
SC_Transcript_00001920	1507	YEL009C
SC_Transcript_00001989	1487	YEL009C
SC_Transcript_00002306	1513	YEL009C
SC_Transcript_00002476	1502	YEL009C
SC_Transcript_00004355	1534	YEL009C
SC_Transcript_00007115	1502	YEL009C
SC_Transcript_00007451	1487	YEL009C
SC_Transcript_00007495	1497	YEL009C
SC_Transcript_00009126	1507	YEL009C
SC_Transcript_00009319	1498	YEL009C
SC_Transcript_00009358	1522	YEL009C
SC_Transcript_00009430	1514	YEL009C
SC_Transcript_00009773	1477	YEL009C
SC_Transcript_00012558	1482	YEL009C
SC_Transcript_00012644	1519	YEL009C
SC_Transcript_00015834	1493	YEL009C
SC_Transcript_00016393	1482	YEL009C
SC_Transcript_00017439	1512	YEL009C
""	1598	YEL009C
""	1666	YEL009C
SC_Transcript_00007935	2280	YEL011W
""	2320	YEL011W
""	2339	YEL011W
SC_Transcript_00003455	984	YEL012W
SC_Transcript_00004910	991	YEL012W
SC_Transcript_00008517	975	YEL012W
SC_Transcript_00015165	940	YEL012W
""	1033	YEL012W
""	1044	YEL012W
""	2455	YEL013W
""	2459	YEL013W
SC_Transcript_00006838	1730	YEL015W
SC_Transcript_00009130	1735	YEL015W
SC_Transcript_00015681	1743	YEL015W
""	1870	YEL015W
""	2168	YEL015W
SC_Transcript_00003587	1762	YEL016C
SC_Transcript_00007151	1766	YEL016C
SC_Transcript_00014859	1756	YEL016C
SC_Transcript_00015340	1772	YEL016C
SC_Transcript_00017072	1737	YEL016C
""	1841	YEL016C
""	1864	YEL016C
SC_Transcript_00000097	630	YEL017C-A
SC_Transcript_00000984	584	YEL017C-A
SC_Transcript_00001292	279	YEL017C-A
SC_Transcript_00002595	605	YEL017C-A
SC_Transcript_00002613	702	YEL017C-A
SC_Transcript_00002773	655	YEL017C-A
SC_Transcript_00002983	598	YEL017C-A
SC_Transcript_00002999	631	YEL017C-A
SC_Transcript_00003032	640	YEL017C-A
SC_Transcript_00003278	592	YEL017C-A
SC_Transcript_00003485	611	YEL017C-A
SC_Transcript_00003567	720	YEL017C-A
SC_Transcript_00003702	647	YEL017C-A
SC_Transcript_00003765	709	YEL017C-A
SC_Transcript_00003768	594	YEL017C-A
SC_Transcript_00004230	626	YEL017C-A
SC_Transcript_00004303	610	YEL017C-A
SC_Transcript_00004341	563	YEL017C-A
SC_Transcript_00004705	646	YEL017C-A
SC_Transcript_00005140	600	YEL017C-A
SC_Transcript_00005173	661	YEL017C-A
SC_Transcript_00006095	625	YEL017C-A
SC_Transcript_00006126	638	YEL017C-A
SC_Transcript_00006753	717	YEL017C-A
SC_Transcript_00006854	684	YEL017C-A
SC_Transcript_00007742	637	YEL017C-A
SC_Transcript_00008083	612	YEL017C-A
SC_Transcript_00008438	715	YEL017C-A
SC_Transcript_00008493	350	YEL017C-A
SC_Transcript_00008740	617	YEL017C-A
SC_Transcript_00009370	652	YEL017C-A
SC_Transcript_00009537	643	YEL017C-A
SC_Transcript_00009799	613	YEL017C-A
SC_Transcript_00009943	692	YEL017C-A
SC_Transcript_00010126	677	YEL017C-A
SC_Transcript_00010414	604	YEL017C-A
SC_Transcript_00011075	621	YEL017C-A
SC_Transcript_00012025	723	YEL017C-A
SC_Transcript_00013311	631	YEL017C-A
SC_Transcript_00013943	680	YEL017C-A
SC_Transcript_00014066	625	YEL017C-A
SC_Transcript_00014269	604	YEL017C-A
SC_Transcript_00015555	622	YEL017C-A
SC_Transcript_00016245	607	YEL017C-A
SC_Transcript_00016505	575	YEL017C-A
SC_Transcript_00016686	622	YEL017C-A
SC_Transcript_00017118	629	YEL017C-A
SC_Transcript_00017165	652	YEL017C-A
SC_Transcript_00017573	617	YEL017C-A
""	765	YEL017C-A
""	873	YEL017C-A
SC_Transcript_00002143	1125	YEL017W
SC_Transcript_00012009	1135	YEL017W
""	1585	YEL017W
""	1591	YEL017W
SC_Transcript_00001138	931	YEL018W
SC_Transcript_00014907	942	YEL018W
SC_Transcript_00015204	926	YEL018W
""	1013	YEL018W
""	1025	YEL018W
""	968	YEL019C
SC_Transcript_00000159	417	YEL020W-A
SC_Transcript_00000524	399	YEL020W-A
SC_Transcript_00002157	389	YEL020W-A
SC_Transcript_00003991	392	YEL020W-A
SC_Transcript_00006925	427	YEL020W-A
SC_Transcript_00008812	382	YEL020W-A
SC_Transcript_00010933	435	YEL020W-A
SC_Transcript_00011067	394	YEL020W-A
SC_Transcript_00012177	408	YEL020W-A
SC_Transcript_00012822	373	YEL020W-A
SC_Transcript_00014505	399	YEL020W-A
SC_Transcript_00014717	420	YEL020W-A
SC_Transcript_00016194	451	YEL020W-A
SC_Transcript_00016233	415	YEL020W-A
SC_Transcript_00016582	443	YEL020W-A
SC_Transcript_00017147	404	YEL020W-A
SC_Transcript_00017309	383	YEL020W-A
""	511	YEL020W-A
""	1035	YEL020W-A
SC_Transcript_00007017	931	YEL021W
SC_Transcript_00008710	918	YEL021W
SC_Transcript_00017879	903	YEL021W
""	1008	YEL021W
""	1012	YEL021W
SC_Transcript_00017269	4535	YEL022W
""	4533	YEL022W
""	2700	YEL023C
""	2734	YEL023C
SC_Transcript_00002021	1169	YEL024W
SC_Transcript_00003515	1124	YEL024W
SC_Transcript_00004980	1116	YEL024W
SC_Transcript_00013238	1156	YEL024W
SC_Transcript_00014913	1097	YEL024W
SC_Transcript_00015032	1147	YEL024W
SC_Transcript_00016566	1138	YEL024W
""	1365	YEL024W
""	1366	YEL024W
SC_Transcript_00004177	637	YEL026W
SC_Transcript_00004894	585	YEL026W
SC_Transcript_00006042	611	YEL026W
SC_Transcript_00007205	598	YEL026W
SC_Transcript_00007966	568	YEL026W
SC_Transcript_00010280	555	YEL026W
SC_Transcript_00012210	653	YEL026W
SC_Transcript_00013037	542	YEL026W
SC_Transcript_00017252	610	YEL026W
""	1311	YEL026W
""	1489	YEL026W
SC_Transcript_00000009	682	YEL027W
SC_Transcript_00000245	687	YEL027W
SC_Transcript_00000408	703	YEL027W
SC_Transcript_00001149	757	YEL027W
SC_Transcript_00002425	720	YEL027W
SC_Transcript_00003639	743	YEL027W
SC_Transcript_00004048	786	YEL027W
SC_Transcript_00004070	803	YEL027W
SC_Transcript_00004462	816	YEL027W
SC_Transcript_00006212	827	YEL027W
SC_Transcript_00006319	656	YEL027W
SC_Transcript_00008217	660	YEL027W
SC_Transcript_00008298	809	YEL027W
SC_Transcript_00008543	844	YEL027W
SC_Transcript_00009003	708	YEL027W
SC_Transcript_00009360	765	YEL027W
SC_Transcript_00010997	694	YEL027W
SC_Transcript_00011226	715	YEL027W
SC_Transcript_00011366	792	YEL027W
SC_Transcript_00011833	804	YEL027W
SC_Transcript_00013267	672	YEL027W
SC_Transcript_00013705	821	YEL027W
SC_Transcript_00014263	668	YEL027W
SC_Transcript_00014455	757	YEL027W
SC_Transcript_00014995	799	YEL027W
SC_Transcript_00015462	681	YEL027W
SC_Transcript_00016646	740	YEL027W
SC_Transcript_00016782	774	YEL027W
SC_Transcript_00016894	782	YEL027W
""	928	YEL027W
""	1594	YEL027W
""	1185	YEL028W
""	2119	YEL028W
""	1378	YEL029C
""	1415	YEL029C
""	2572	YEL030W
""	2757	YEL030W
SC_Transcript_00009507	3761	YEL031W
SC_Transcript_00010382	3780	YEL031W
""	3781	YEL031W
""	3820	YEL031W
""	3151	YEL032W
""	3218	YEL032W
""	828	YEL034C-A
""	901	YEL034C-A
SC_Transcript_00000277	745	YEL034W
SC_Transcript_00000433	756	YEL034W
SC_Transcript_00000723	584	YEL034W
SC_Transcript_00000728	785	YEL034W
SC_Transcript_00001024	619	YEL034W
SC_Transcript_00001216	799	YEL034W
SC_Transcript_00001234	689	YEL034W
SC_Transcript_00001288	560	YEL034W
SC_Transcript_00001376	566	YEL034W
SC_Transcript_00001715	790	YEL034W
SC_Transcript_00002296	566	YEL034W
SC_Transcript_00002582	767	YEL034W
SC_Transcript_00002781	758	YEL034W
SC_Transcript_00002992	747	YEL034W
SC_Transcript_00003256	747	YEL034W
SC_Transcript_00003348	790	YEL034W
SC_Transcript_00003611	750	YEL034W
SC_Transcript_00003777	701	YEL034W
SC_Transcript_00004288	549	YEL034W
SC_Transcript_00004597	727	YEL034W
SC_Transcript_00004870	767	YEL034W
SC_Transcript_00004950	545	YEL034W
SC_Transcript_00005279	596	YEL034W
SC_Transcript_00006714	557	YEL034W
SC_Transcript_00006956	706	YEL034W
SC_Transcript_00007260	717	YEL034W
SC_Transcript_00007327	740	YEL034W
SC_Transcript_00007358	585	YEL034W
SC_Transcript_00007630	580	YEL034W
SC_Transcript_00007891	572	YEL034W
SC_Transcript_00008342	816	YEL034W
SC_Transcript_00008357	738	YEL034W
SC_Transcript_00008880	595	YEL034W
SC_Transcript_00009916	779	YEL034W
SC_Transcript_00010000	642	YEL034W
SC_Transcript_00010245	759	YEL034W
SC_Transcript_00010282	737	YEL034W
SC_Transcript_00011212	811	YEL034W
SC_Transcript_00011302	580	YEL034W
SC_Transcript_00011729	590	YEL034W
SC_Transcript_00012203	602	YEL034W
SC_Transcript_00013212	733	YEL034W
SC_Transcript_00013741	776	YEL034W
SC_Transcript_00014452	781	YEL034W
SC_Transcript_00014818	728	YEL034W
SC_Transcript_00014979	728	YEL034W
SC_Transcript_00015107	745	YEL034W
SC_Transcript_00015785	612	YEL034W
SC_Transcript_00016146	739	YEL034W
SC_Transcript_00016486	723	YEL034W
SC_Transcript_00017045	753	YEL034W
SC_Transcript_00017321	733	YEL034W
SC_Transcript_00017386	550	YEL034W
SC_Transcript_00017556	589	YEL034W
SC_Transcript_00017637	762	YEL034W
SC_Transcript_00017760	776	YEL034W
""	1171	YEL034W
""	1173	YEL034W
SC_Transcript_00001508	1727	YEL036C
SC_Transcript_00010915	1708	YEL036C
SC_Transcript_00012743	1701	YEL036C
""	1861	YEL036C
""	1861	YEL036C
""	1573	YEL037C
""	1574	YEL037C
SC_Transcript_00003530	777	YEL038W
SC_Transcript_00009113	770	YEL038W
SC_Transcript_00009348	741	YEL038W
SC_Transcript_00014439	760	YEL038W
""	921	YEL038W
""	931	YEL038W
SC_Transcript_00002366	623	YEL039C
SC_Transcript_00004095	518	YEL039C
SC_Transcript_00004777	617	YEL039C
SC_Transcript_00006268	521	YEL039C
SC_Transcript_00009781	560	YEL039C
SC_Transcript_00011293	528	YEL039C
SC_Transcript_00011393	536	YEL039C
SC_Transcript_00013191	646	YEL039C
SC_Transcript_00013380	622	YEL039C
SC_Transcript_00014797	542	YEL039C
SC_Transcript_00017505	599	YEL039C
""	649	YEL039C
""	681	YEL039C
SC_Transcript_00005193	1513	YEL040W
SC_Transcript_00005210	1519	YEL040W
SC_Transcript_00007251	1525	YEL040W
SC_Transcript_00009464	1530	YEL040W
SC_Transcript_00011251	1524	YEL040W
SC_Transcript_00013058	1555	YEL040W
SC_Transcript_00016081	1508	YEL040W
SC_Transcript_00016655	1537	YEL040W
SC_Transcript_00017574	1542	YEL040W
""	1648	YEL040W
""	1657	YEL040W
""	2119	YEL041W
SC_Transcript_00000406	1887	YEL042W
SC_Transcript_00000437	1908	YEL042W
SC_Transcript_00002347	1851	YEL042W
SC_Transcript_00004156	1856	YEL042W
SC_Transcript_00006019	1903	YEL042W
SC_Transcript_00016067	1785	YEL042W
""	2277	YEL042W
""	2285	YEL042W
""	3002	YEL043W
""	3003	YEL043W
SC_Transcript_00006842	560	YEL044W
SC_Transcript_00008371	1261	YEL044W
SC_Transcript_00011532	632	YEL044W
SC_Transcript_00016543	552	YEL044W
""	1268	YEL044W
""	1345	YEL044W
SC_Transcript_00002205	1847	YEL046C
SC_Transcript_00008511	1831	YEL046C
SC_Transcript_00014207	1837	YEL046C
""	1883	YEL046C
""	1903	YEL046C
""	1176	YEL048C
""	2468	YEL048C
""	525	YEL049W
""	667	YEL049W
SC_Transcript_00004370	1422	YEL050C
SC_Transcript_00006504	1362	YEL050C
SC_Transcript_00016927	1402	YEL050C
SC_Transcript_00017277	1409	YEL050C
""	1498	YEL050C
""	1507	YEL050C
""	312	YEL050W-A
SC_Transcript_00000127	918	YEL051W
SC_Transcript_00003766	932	YEL051W
SC_Transcript_00004679	974	YEL051W
SC_Transcript_00007256	937	YEL051W
SC_Transcript_00008750	960	YEL051W
SC_Transcript_00009324	966	YEL051W
SC_Transcript_00015726	924	YEL051W
SC_Transcript_00016777	979	YEL051W
""	1036	YEL051W
""	1047	YEL051W
SC_Transcript_00004885	1624	YEL052W
""	1826	YEL052W
""	1845	YEL052W
""	2391	YEL053C
""	2403	YEL053C
SC_Transcript_00000834	599	YEL054C
SC_Transcript_00002356	586	YEL054C
SC_Transcript_00003755	628	YEL054C
SC_Transcript_00003880	640	YEL054C
SC_Transcript_00004286	741	YEL054C
SC_Transcript_00007107	735	YEL054C
SC_Transcript_00008006	760	YEL054C
SC_Transcript_00010137	754	YEL054C
SC_Transcript_00010740	722	YEL054C
SC_Transcript_00011979	621	YEL054C
SC_Transcript_00012421	654	YEL054C
SC_Transcript_00012624	741	YEL054C
SC_Transcript_00015049	634	YEL054C
SC_Transcript_00015697	605	YEL054C
""	1073	YEL054C
""	1115	YEL054C
""	3195	YEL055C
""	3313	YEL055C
""	1353	YEL056W
""	1425	YEL056W
SC_Transcript_00000970	911	YEL057C
SC_Transcript_00002248	942	YEL057C
SC_Transcript_00003354	929	YEL057C
SC_Transcript_00009699	954	YEL057C
SC_Transcript_00016480	898	YEL057C
""	1076	YEL057C
SC_Transcript_00000541	1774	YEL058W
SC_Transcript_00004728	1764	YEL058W
SC_Transcript_00005821	1759	YEL058W
SC_Transcript_00008340	1764	YEL058W
SC_Transcript_00009291	1779	YEL058W
SC_Transcript_00011305	1742	YEL058W
SC_Transcript_00013612	1757	YEL058W
SC_Transcript_00016188	1786	YEL058W
""	2072	YEL058W
""	2118	YEL058W
SC_Transcript_00013758	355	YEL059C-A
""	744	YEL059C-A
""	748	YEL059C-A
""	2197	YEL060C
""	2314	YEL060C
""	3367	YEL061C
""	3381	YEL061C
""	2007	YEL062W
""	2151	YEL062W
""	2328	YEL063C
""	2336	YEL063C
SC_Transcript_00004147	1581	YEL064C
SC_Transcript_00012004	1571	YEL064C
""	1816	YEL064C
""	1830	YEL064C
SC_Transcript_00000194	2009	YEL065W
SC_Transcript_00000427	2033	YEL065W
SC_Transcript_00010023	1992	YEL065W
SC_Transcript_00011408	1998	YEL065W
SC_Transcript_00011573	1987	YEL065W
""	2128	YEL065W
""	2263	YEL065W
""	1174	YEL066W
""	1533	YEL066W
""	1113	YEL068C
SC_Transcript_00000516	1626	YEL071W
SC_Transcript_00002829	1680	YEL071W
SC_Transcript_00004241	1656	YEL071W
SC_Transcript_00007001	1657	YEL071W
SC_Transcript_00012540	1641	YEL071W
SC_Transcript_00014918	1602	YEL071W
SC_Transcript_00017442	1633	YEL071W
""	1783	YEL071W
""	1796	YEL071W
""	1148	YEL072W
""	1172	YEL072W
""	1158	YEL073C
""	1304	YEL073C
SC_Transcript_00001268	2628	YER001W
""	2584	YER001W
""	2627	YER001W
SC_Transcript_00001233	827	YER002W
SC_Transcript_00001617	848	YER002W
SC_Transcript_00003293	854	YER002W
SC_Transcript_00004431	844	YER002W
SC_Transcript_00007684	816	YER002W
SC_Transcript_00008418	822	YER002W
SC_Transcript_00009906	833	YER002W
SC_Transcript_00013961	839	YER002W
""	911	YER002W
""	1237	YER002W
SC_Transcript_00011000	1473	YER003C
SC_Transcript_00017174	1462	YER003C
""	1702	YER003C
""	1720	YER003C
SC_Transcript_00013905	943	YER004W
""	1252	YER004W
""	1442	YER004W
""	2232	YER005W
""	2232	YER005W
SC_Transcript_00002887	1662	YER006W
SC_Transcript_00008775	1642	YER006W
SC_Transcript_00009080	1682	YER006W
SC_Transcript_00011150	1714	YER006W
SC_Transcript_00016171	1674	YER006W
SC_Transcript_00016865	1702	YER006W
""	1751	YER006W
""	1827	YER006W
SC_Transcript_00004520	857	YER007C-A
SC_Transcript_00005502	798	YER007C-A
SC_Transcript_00007400	849	YER007C-A
SC_Transcript_00008518	852	YER007C-A
""	1113	YER007C-A
""	1239	YER007C-A
""	1734	YER007W
""	1744	YER007W
""	4160	YER008C
""	4181	YER008C
SC_Transcript_00000175	573	YER009W
SC_Transcript_00000779	631	YER009W
SC_Transcript_00001543	590	YER009W
SC_Transcript_00002035	552	YER009W
SC_Transcript_00002316	583	YER009W
SC_Transcript_00004014	583	YER009W
SC_Transcript_00004196	567	YER009W
SC_Transcript_00004209	577	YER009W
SC_Transcript_00004353	593	YER009W
SC_Transcript_00005368	561	YER009W
SC_Transcript_00005427	600	YER009W
SC_Transcript_00005493	586	YER009W
SC_Transcript_00006328	572	YER009W
SC_Transcript_00006385	599	YER009W
SC_Transcript_00006826	576	YER009W
SC_Transcript_00007713	566	YER009W
SC_Transcript_00008232	561	YER009W
SC_Transcript_00009873	605	YER009W
SC_Transcript_00010592	557	YER009W
SC_Transcript_00010735	580	YER009W
SC_Transcript_00013246	615	YER009W
SC_Transcript_00013985	592	YER009W
SC_Transcript_00015461	551	YER009W
SC_Transcript_00015659	594	YER009W
SC_Transcript_00015679	536	YER009W
SC_Transcript_00016030	600	YER009W
SC_Transcript_00016942	567	YER009W
SC_Transcript_00017407	625	YER009W
SC_Transcript_00017498	606	YER009W
SC_Transcript_00017716	581	YER009W
""	696	YER009W
""	703	YER009W
""	877	YER010C
""	894	YER010C
""	1085	YER011W
""	1259	YER011W
SC_Transcript_00003369	797	YER012W
SC_Transcript_00007491	804	YER012W
SC_Transcript_00007692	829	YER012W
SC_Transcript_00008120	745	YER012W
SC_Transcript_00009095	818	YER012W
SC_Transcript_00009373	787	YER012W
SC_Transcript_00011268	801	YER012W
SC_Transcript_00011651	812	YER012W
SC_Transcript_00013043	780	YER012W
SC_Transcript_00017672	736	YER012W
""	884	YER012W
""	919	YER012W
""	1799	YER014W
""	1803	YER014W
SC_Transcript_00006841	2564	YER015W
""	2527	YER015W
""	1204	YER016W
""	1207	YER016W
""	2544	YER017C
""	2563	YER017C
""	2022	YER018C
""	4681	YER018C
SC_Transcript_00000268	375	YER019C-A
SC_Transcript_00000611	401	YER019C-A
SC_Transcript_00000796	387	YER019C-A
SC_Transcript_00002852	355	YER019C-A
SC_Transcript_00002885	356	YER019C-A
SC_Transcript_00003854	356	YER019C-A
SC_Transcript_00003918	671	YER019C-A
SC_Transcript_00003921	350	YER019C-A
SC_Transcript_00004932	403	YER019C-A
SC_Transcript_00005217	382	YER019C-A
SC_Transcript_00005862	710	YER019C-A
SC_Transcript_00006404	345	YER019C-A
SC_Transcript_00006831	382	YER019C-A
SC_Transcript_00007514	361	YER019C-A
SC_Transcript_00008347	367	YER019C-A
SC_Transcript_00009371	364	YER019C-A
SC_Transcript_00009677	371	YER019C-A
SC_Transcript_00011108	397	YER019C-A
SC_Transcript_00011518	369	YER019C-A
SC_Transcript_00013890	409	YER019C-A
SC_Transcript_00014295	376	YER019C-A
SC_Transcript_00014870	390	YER019C-A
SC_Transcript_00015150	395	YER019C-A
SC_Transcript_00017017	384	YER019C-A
SC_Transcript_00017059	393	YER019C-A
SC_Transcript_00017190	398	YER019C-A
SC_Transcript_00017661	361	YER019C-A
""	879	YER019C-A
""	2154	YER019C-A
""	1567	YER019W
""	1841	YER019W
""	1843	YER020W
""	2141	YER020W
""	1764	YER021W
""	1767	YER021W
""	2198	YER022W
""	2205	YER022W
SC_Transcript_00001016	972	YER023W
SC_Transcript_00004546	1044	YER023W
SC_Transcript_00007473	955	YER023W
SC_Transcript_00010359	1033	YER023W
SC_Transcript_00012697	966	YER023W
SC_Transcript_00013824	1039	YER023W
SC_Transcript_00015828	961	YER023W
""	1156	YER023W
""	2026	YER023W
SC_Transcript_00000660	1900	YER025W
SC_Transcript_00004090	1895	YER025W
SC_Transcript_00004162	1887	YER025W
SC_Transcript_00008179	1900	YER025W
SC_Transcript_00008636	1905	YER025W
SC_Transcript_00013913	1892	YER025W
SC_Transcript_00014261	1912	YER025W
SC_Transcript_00015465	1907	YER025W
SC_Transcript_00016620	1917	YER025W
SC_Transcript_00017861	1912	YER025W
""	1939	YER025W
""	1941	YER025W
SC_Transcript_00000482	1000	YER026C
SC_Transcript_00002088	1025	YER026C
