Gene	Gene Systematic Name	Phenotype	Experiment Type	Experiment Type Category	Mutant Information	Strain Background	Chemical	Details	Reference
TFC6	YDR362C	inviable 	systematic mutation set	large-scale survey	null Allele: tfc6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFC8	YPL007C	inviable 	systematic mutation set	large-scale survey	null Allele: tfc8-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFG1	YGR186W	inviable 	systematic mutation set	large-scale survey	null Allele: tfg1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFG2	YGR005C	inviable 	systematic mutation set	large-scale survey	null Allele: tfg2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
THG1	YGR024C	inviable 	systematic mutation set	large-scale survey	null Allele: thg1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
THI80	YOR143C	inviable 	systematic mutation set	large-scale survey	null Allele: thi80-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
THS1	YIL078W	inviable 	systematic mutation set	large-scale survey	null Allele: ths1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIF11	YMR260C	inviable 	systematic mutation set	large-scale survey	null Allele: tif11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIF34	YMR146C	inviable 	systematic mutation set	large-scale survey	null Allele: tif34-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIF35	YDR429C	inviable 	systematic mutation set	large-scale survey	null Allele: tif35-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIF5	YPR041W	inviable 	systematic mutation set	large-scale survey	null Allele: tif5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIF6	YPR016C	inviable 	systematic mutation set	large-scale survey	null Allele: tif6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIM10	YHR005C-A	inviable 	systematic mutation set	large-scale survey	null Allele: tim10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIM12	YBR091C	inviable 	systematic mutation set	large-scale survey	null Allele: tim12-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIM17	YJL143W	inviable 	systematic mutation set	large-scale survey	null Allele: tim17-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIM22	YDL217C	inviable 	systematic mutation set	large-scale survey	null Allele: tim22-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIM23	YNR017W	inviable 	systematic mutation set	large-scale survey	null Allele: tim23-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIM44	YIL022W	inviable 	systematic mutation set	large-scale survey	null Allele: tim44-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIM50	YPL063W	inviable 	systematic mutation set	large-scale survey	null Allele: tim50-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIM54	YJL054W	inviable 	systematic mutation set	large-scale survey	null Allele: tim54-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TIP20	YGL145W	inviable 	systematic mutation set	large-scale survey	null Allele: tip20-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TLG1	YDR468C	inviable 	systematic mutation set	large-scale survey	null Allele: tlg1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TMA108	YIL137C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: tma108-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
TOA1	YOR194C	inviable 	systematic mutation set	large-scale survey	null Allele: toa1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TOA2	YKL058W	inviable 	systematic mutation set	large-scale survey	null Allele: toa2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TOM20	YGR082W	inviable 	systematic mutation set	large-scale survey	null Allele: tom20-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TOM22	YNL131W	inviable 	systematic mutation set	large-scale survey	null Allele: tom22-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TOM40	YMR203W	inviable 	systematic mutation set	large-scale survey	null Allele: tom40-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TOP2	YNL088W	inviable 	systematic mutation set	large-scale survey	null Allele: top2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TOR2	YKL203C	inviable 	systematic mutation set	large-scale survey	null Allele: tor2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TPI1	YDR050C	inviable 	systematic mutation set	large-scale survey	null Allele: tpi1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TPT1	YOL102C	inviable 	systematic mutation set	large-scale survey	null Allele: tpt1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRE2	YOR256C	inviable 	systematic mutation set	large-scale survey	null Allele: tre2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRL1	YJL087C	inviable 	systematic mutation set	large-scale survey	null Allele: trl1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRM112	YNR046W	inviable 	systematic mutation set	large-scale survey	null Allele: trm112-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRM5	YHR070W	inviable 	systematic mutation set	large-scale survey	null Allele: trm5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRR1	YDR353W	inviable 	systematic mutation set	large-scale survey	null Allele: trr1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRR4	YNCL0045W	inviable 	systematic mutation set	large-scale survey	null Allele: trr4-Δ	Other			Bloom-Ackermann Z, et al. (2014) PMID:24453985
TRS120	YDR407C	inviable 	systematic mutation set	large-scale survey	null Allele: trs120-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRS130	YMR218C	inviable 	systematic mutation set	large-scale survey	null Allele: trs130-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRS20	YBR254C	inviable 	systematic mutation set	large-scale survey	null Allele: trs20-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRS23	YDR246W	inviable 	systematic mutation set	large-scale survey	null Allele: trs23-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRS31	YDR472W	inviable 	systematic mutation set	large-scale survey	null Allele: trs31-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TRT2	YNCK0002C	inviable 	systematic mutation set	large-scale survey	null Allele: trt2-Δ	Other			Bloom-Ackermann Z, et al. (2014) PMID:24453985
TRZ1	YKR079C	inviable 	systematic mutation set	large-scale survey	null Allele: trz1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TSC10	YBR265W	inviable 	systematic mutation set	large-scale survey	null Allele: tsc10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TSC11	YER093C	inviable 	systematic mutation set	large-scale survey	null Allele: tsc11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TSC13	YDL015C	inviable 	systematic mutation set	large-scale survey	null Allele: tsc13-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TSR1	YDL060W	inviable 	systematic mutation set	large-scale survey	null Allele: tsr1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TSR4	YOL022C	inviable 	systematic mutation set	large-scale survey	null Allele: tsr4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TTI1	YKL033W	inviable 	systematic mutation set	large-scale survey	null Allele: tti1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TUB1	YML085C	inviable 	systematic mutation set	large-scale survey	null Allele: tub1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TUB2	YFL037W	inviable 	systematic mutation set	large-scale survey	null Allele: tub2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TUB4	YLR212C	inviable 	systematic mutation set	large-scale survey	null Allele: tub4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TYS1	YGR185C	inviable 	systematic mutation set	large-scale survey	null Allele: tys1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UAF30	YOR295W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: uaf30-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
UBA1	YKL210W	inviable 	systematic mutation set	large-scale survey	null Allele: uba1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UBA2	YDR390C	inviable 	systematic mutation set	large-scale survey	null Allele: uba2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UBC1	YDR177W	inviable 	systematic mutation set	large-scale survey	null Allele: ubc1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UBC1	YDR177W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: ubc1-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
UBC9	YDL064W	inviable 	systematic mutation set	large-scale survey	null Allele: ubc9-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UFD1	YGR048W	inviable 	systematic mutation set	large-scale survey	null Allele: ufd1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UFE1	YOR075W	inviable 	systematic mutation set	large-scale survey	null Allele: ufe1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UGP1	YKL035W	inviable 	systematic mutation set	large-scale survey	null Allele: ugp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
ULP1	YPL020C	inviable 	systematic mutation set	large-scale survey	null Allele: ulp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
ULP2	YIL031W	inviable 	systematic mutation set	large-scale survey	null Allele: ulp2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
URA6	YKL024C	inviable 	systematic mutation set	large-scale survey	null Allele: ura6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
URB1	YKL014C	inviable 	systematic mutation set	large-scale survey	null Allele: urb1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
URB2	YJR041C	inviable 	systematic mutation set	large-scale survey	null Allele: urb2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
USB1	YLR132C	inviable 	systematic mutation set	large-scale survey	null Allele: usb1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
USB1	YLR132C	inviable 	homozygous diploid, systematic mutation set	large-scale survey	null Allele: usb1-Δ	SK1			Rabitsch KP, et al. (2001) PMID:11470404
USE1	YGL098W	inviable 	systematic mutation set	large-scale survey	null Allele: use1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
USO1	YDL058W	inviable 	systematic mutation set	large-scale survey	null Allele: uso1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
USO1	YDL058W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: uso1-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
UTP10	YJL109C	inviable 	systematic mutation set	large-scale survey	null Allele: utp10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP11	YKL099C	inviable 	systematic mutation set	large-scale survey	null Allele: utp11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP13	YLR222C	inviable 	systematic mutation set	large-scale survey	null Allele: utp13-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP14	YML093W	inviable 	systematic mutation set	large-scale survey	null Allele: utp14-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP15	YMR093W	inviable 	systematic mutation set	large-scale survey	null Allele: utp15-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP18	YJL069C	inviable 	systematic mutation set	large-scale survey	null Allele: utp18-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP20	YBL004W	inviable 	systematic mutation set	large-scale survey	null Allele: utp20-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP21	YLR409C	inviable 	systematic mutation set	large-scale survey	null Allele: utp21-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP22	YGR090W	inviable 	systematic mutation set	large-scale survey	null Allele: utp22-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP23	YOR004W	inviable 	systematic mutation set	large-scale survey	null Allele: utp23-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP25	YIL091C	inviable 	systematic mutation set	large-scale survey	null Allele: utp25-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP4	YDR324C	inviable 	systematic mutation set	large-scale survey	null Allele: utp4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP5	YDR398W	inviable 	systematic mutation set	large-scale survey	null Allele: utp5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP6	YDR449C	inviable 	systematic mutation set	large-scale survey	null Allele: utp6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP7	YER082C	inviable 	systematic mutation set	large-scale survey	null Allele: utp7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP8	YGR128C	inviable 	systematic mutation set	large-scale survey	null Allele: utp8-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTP9	YHR196W	inviable 	systematic mutation set	large-scale survey	null Allele: utp9-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
UTR1	YJR049C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: utr1-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
UTR5	YEL035C	inviable 	systematic mutation set	large-scale survey	null Allele: utr5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
VAS1	YGR094W	inviable 	systematic mutation set	large-scale survey	null Allele: vas1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
VHT1	YGR065C	inviable 	systematic mutation set	large-scale survey	null Allele: vht1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
VPS16	YPL045W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: vps16-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
VPS34	YLR240W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: vps34-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
VPS75	YNL246W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: vps75-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
VRG4	YGL225W	inviable 	systematic mutation set	large-scale survey	null Allele: vrg4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
VTI1	YMR197C	inviable 	systematic mutation set	large-scale survey	null Allele: vti1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
WBP1	YEL002C	inviable 	systematic mutation set	large-scale survey	null Allele: wbp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
WRS1	YOL097C	inviable 	systematic mutation set	large-scale survey	null Allele: wrs1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YAE1	YJR067C	inviable 	systematic mutation set	large-scale survey	null Allele: yae1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YAH1	YPL252C	inviable 	systematic mutation set	large-scale survey	null Allele: yah1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YAL034C-B	YAL034C-B	inviable 	systematic mutation set	large-scale survey	null Allele: yal034c-b-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YBL073W	YBL073W	inviable 	systematic mutation set	large-scale survey	null Allele: ybl073w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YBL077W	YBL077W	inviable 	systematic mutation set	large-scale survey	null Allele: ybl077w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YBR089W	YBR089W	inviable 	systematic mutation set	large-scale survey	null Allele: ybr089w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YBR124W	YBR124W	inviable 	systematic mutation set	large-scale survey	null Allele: ybr124w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YBR190W	YBR190W	inviable 	systematic mutation set	large-scale survey	null Allele: ybr190w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YCG1	YDR325W	inviable 	systematic mutation set	large-scale survey	null Allele: ycg1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YCL041C	YCL041C	inviable 	systematic mutation set	large-scale survey	null Allele: ycl041c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YCR013C	YCR013C	inviable 	systematic mutation set	large-scale survey	null Allele: ycr013c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YCS4	YLR272C	inviable 	systematic mutation set	large-scale survey	null Allele: ycs4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDL016C	YDL016C	inviable 	systematic mutation set	large-scale survey	null Allele: ydl016c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDL152W	YDL152W	inviable 	systematic mutation set	large-scale survey	null Allele: ydl152w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDL163W	YDL163W	inviable 	systematic mutation set	large-scale survey	null Allele: ydl163w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDL196W	YDL196W	inviable 	systematic mutation set	large-scale survey	null Allele: ydl196w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDL221W	YDL221W	inviable 	systematic mutation set	large-scale survey	null Allele: ydl221w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDR053W	YDR053W	inviable 	systematic mutation set	large-scale survey	null Allele: ydr053w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDR187C	YDR187C	inviable 	systematic mutation set	large-scale survey	null Allele: ydr187c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDR327W	YDR327W	inviable 	systematic mutation set	large-scale survey	null Allele: ydr327w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDR341C	YDR341C	inviable 	systematic mutation set	large-scale survey	null Allele: ydr341c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDR355C	YDR355C	inviable 	systematic mutation set	large-scale survey	null Allele: ydr355c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDR396W	YDR396W	inviable 	systematic mutation set	large-scale survey	null Allele: ydr396w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDR413C	YDR413C	inviable 	systematic mutation set	large-scale survey	null Allele: ydr413c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YDR526C	YDR526C	inviable 	systematic mutation set	large-scale survey	null Allele: ydr526c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YEF3	YLR249W	inviable 	systematic mutation set	large-scale survey	null Allele: yef3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YFH1	YDL120W	inviable 	systematic mutation set	large-scale survey	null Allele: yfh1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YGL069C	YGL069C	inviable 	systematic mutation set	large-scale survey	null Allele: ygl069c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YGL074C	YGL074C	inviable 	systematic mutation set	large-scale survey	null Allele: ygl074c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YGL102C	YGL102C	inviable 	systematic mutation set	large-scale survey	null Allele: ygl102c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YGL239C	YGL239C	inviable 	systematic mutation set	large-scale survey	null Allele: ygl239c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YGR073C	YGR073C	inviable 	systematic mutation set	large-scale survey	null Allele: ygr073c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YGR114C	YGR114C	inviable 	systematic mutation set	large-scale survey	null Allele: ygr114c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YGR115C	YGR115C	inviable 	systematic mutation set	large-scale survey	null Allele: ygr115c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YGR190C	YGR190C	inviable 	systematic mutation set	large-scale survey	null Allele: ygr190c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YGR265W	YGR265W	inviable 	systematic mutation set	large-scale survey	null Allele: ygr265w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YHC1	YLR298C	inviable 	systematic mutation set	large-scale survey	null Allele: yhc1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YHR020W	YHR020W	inviable 	systematic mutation set	large-scale survey	null Allele: yhr020w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YIF1	YNL263C	inviable 	systematic mutation set	large-scale survey	null Allele: yif1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YIP1	YGR172C	inviable 	systematic mutation set	large-scale survey	null Allele: yip1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YJL009W	YJL009W	inviable 	systematic mutation set	large-scale survey	null Allele: yjl009w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YJL015C	YJL015C	inviable 	systematic mutation set	large-scale survey	null Allele: yjl015c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YJL032W	YJL032W	inviable 	systematic mutation set	large-scale survey	null Allele: yjl032w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YJL086C	YJL086C	inviable 	systematic mutation set	large-scale survey	null Allele: yjl086c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YJL195C	YJL195C	inviable 	systematic mutation set	large-scale survey	null Allele: yjl195c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YJL202C	YJL202C	inviable 	systematic mutation set	large-scale survey	null Allele: yjl202c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YJR012C	YJR012C	inviable 	systematic mutation set	large-scale survey	null Allele: yjr012c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YJR023C	YJR023C	inviable 	systematic mutation set	large-scale survey	null Allele: yjr023c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YJU2	YKL095W	inviable 	systematic mutation set	large-scale survey	null Allele: yju2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YKL036C	YKL036C	inviable 	systematic mutation set	large-scale survey	null Allele: ykl036c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YKL083W	YKL083W	inviable 	systematic mutation set	large-scale survey	null Allele: ykl083w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YKL111C	YKL111C	inviable 	systematic mutation set	large-scale survey	null Allele: ykl111c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YKL153W	YKL153W	inviable 	systematic mutation set	large-scale survey	null Allele: ykl153w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YKR075C	YKR075C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: ykr075c-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
YKT6	YKL196C	inviable 	systematic mutation set	large-scale survey	null Allele: ykt6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLL037W	YLL037W	inviable 	systematic mutation set	large-scale survey	null Allele: yll037w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLR076C	YLR076C	inviable 	systematic mutation set	large-scale survey	null Allele: ylr076c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLR101C	YLR101C	inviable 	systematic mutation set	large-scale survey	null Allele: ylr101c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLR140W	YLR140W	inviable 	systematic mutation set	large-scale survey	null Allele: ylr140w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLR198C	YLR198C	inviable 	systematic mutation set	large-scale survey	null Allele: ylr198c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLR230W	YLR230W	inviable 	systematic mutation set	large-scale survey	null Allele: ylr230w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLR317W	YLR317W	inviable 	systematic mutation set	large-scale survey	null Allele: ylr317w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLR339C	YLR339C	inviable 	systematic mutation set	large-scale survey	null Allele: ylr339c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLR379W	YLR379W	inviable 	systematic mutation set	large-scale survey	null Allele: ylr379w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YLR458W	YLR458W	inviable 	systematic mutation set	large-scale survey	null Allele: ylr458w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YML6	YML025C	inviable 	systematic mutation set	large-scale survey	null Allele: yml6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YML6	YML025C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: yml6-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
YMR290W-A	YMR290W-A	inviable 	systematic mutation set	large-scale survey	null Allele: ymr290w-a-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YNL114C	YNL114C	inviable 	systematic mutation set	large-scale survey	null Allele: ynl114c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YNL150W	YNL150W	inviable 	systematic mutation set	large-scale survey	null Allele: ynl150w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YOL134C	YOL134C	inviable 	systematic mutation set	large-scale survey	null Allele: yol134c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YOL134C	YOL134C	inviable 	homozygous diploid, systematic mutation set	large-scale survey	null Allele: yol134c-Δ	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YOR102W	YOR102W	inviable 	systematic mutation set	large-scale survey	null Allele: yor102w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YOR146W	YOR146W	inviable 	systematic mutation set	large-scale survey	null Allele: yor146w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YOR169C	YOR169C	inviable 	systematic mutation set	large-scale survey	null Allele: yor169c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YOR203W	YOR203W	inviable 	systematic mutation set	large-scale survey	null Allele: yor203w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YOR218C	YOR218C	inviable 	systematic mutation set	large-scale survey	null Allele: yor218c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YOR282W	YOR282W	inviable 	systematic mutation set	large-scale survey	null Allele: yor282w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YOS1	YER074W-A	inviable 	systematic mutation set	large-scale survey	null Allele: yos1-Δ	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YPD1	YDL235C	inviable 	systematic mutation set	large-scale survey	null Allele: ypd1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YPI1	YFR003C	inviable 	systematic mutation set	large-scale survey	null Allele: ypi1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YPL044C	YPL044C	inviable 	systematic mutation set	large-scale survey	null Allele: ypl044c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YPL142C	YPL142C	inviable 	systematic mutation set	large-scale survey	null Allele: ypl142c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YPL238C	YPL238C	inviable 	systematic mutation set	large-scale survey	null Allele: ypl238c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YPL251W	YPL251W	inviable 	systematic mutation set	large-scale survey	null Allele: ypl251w-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YPP1	YGR198W	inviable 	systematic mutation set	large-scale survey	null Allele: ypp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YPR015C	YPR015C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: ypr015c-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
YPR136C	YPR136C	inviable 	systematic mutation set	large-scale survey	null Allele: ypr136c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YPR142C	YPR142C	inviable 	systematic mutation set	large-scale survey	null Allele: ypr142c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
YPR177C	YPR177C	inviable 	systematic mutation set	large-scale survey	null Allele: ypr177c-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
