Name	SGD_Start	SGD_End	5'-UTR_Start	3'-UTR_End	5'-UTR_length	3'-UTR_length	Transcription_level(log2)
YFR006W	156139	157746	155958	157836	181	90	4.087462841
YFR007W	159293	160354	159238	160411	55	57	3.64385619
YFR008W	160529	161194	160503	161533	26	339	2.584962501
YFR009W	162482	164740	162421	164811	61	71	5.409390936
YFR009W-A	163869	164126					
YFR010W	165060	166559	164977	166651	83	92	4.95419631
YFR010W-A	166721	166909					
YFR011C	167251	166739					
YFR012W	167881	168489					0
YFR012W-A	169216	169302					0
YFR013W	169914	172277					4.882643049
YFR014C	173869	172529	174066	172330	197	199	6.098032083
YFR015C	176383	174257	176453	174145	70	112	6.960001932
YFR016C	180735	177034	180815	176982	80	52	5.108524457
YFR017C	182849	182262	182919	182214	70	48	6.285402219
YFR018C	184210	183119	184273	182981	63	138	3.584962501
YFR019W	184490	191326	184487	191501	3	175	3.321928095
YFR020W	192726	193424	192601	193804	125	380	3.700439718
YFR021W	194800	196302	194712	196391	88	89	4.392317423
YFR022W	196821	199022	196760	199131	61	109	3.459431619
YFR023W	199862	201697		201969		272	0
YFR024C-A	203421	201948	203445	201819	24	129	6.592457037
YFR025C	204738	203731	204766	203643	28	88	5.686500527
YFR026C	206245	205736	206388	205638	143	98	2.459431619
YFR027W	207440	208285					1.584962501
YFR028C	210056	208401	210089	208341	33	60	3
YFR029W	210925	212961	210902	213037	23	76	3.700439718
YFR030W	213300	216407	213245	216454	55	47	5.700439718
YFR031C	220094	216582	220147	216529	53	53	3.523561956
YFR031C-A	221406	220495	221432	220362	26	133	9.529430554
YFR032C	222947	222078					0
YFR032C-A	223425	223246	223759	223172	334	74	9.791976821
YFR032C-B	223961	223698	224008	223415	47	283	
YFR033C	224757	224314	224866	224192	109	122	6.622051819
YFR034C	225946	225008	225974	224658	28	350	4.491853096
YFR034W-A	226010	226297					
YFR035C	226453	226109					
YFR036W	226950	227324	226911	227499	39	175	3.906890596
YFR036W-A	227438	228088					
YFR037C	229173	227500	229199	227408	26	92	
YFR038W	229367	231928		232019		91	
YFR039C	233531	231999	233646	231955	115	44	
YFR040W	234229	237237	234149	237338	80	101	6.257387843
YFR041C	238242	237355	238282	237263	40	92	4.285402219
YFR042W	238445	239047	238408	239155	37	108	
YFR043C	239814	239101		239058		43	
YFR044C	241424	239979	241443	239951	19	28	7.348728154
YFR045W	241985	242986	241969	243092	16	106	
YFR046C	244146	243061		243018		43	
YFR047C	245153	244266	245181	244211	28	55	6.285402219
YFR048W	246133	248121	246080	248170	53	49	4.044394119
YFR049W	248510	248881	248350	249001	160	120	5.794415866
YFR050C	249853	249053	249893	248935	40	118	5.781359714
YFR051C	251790	250150	251832	250099	42	51	6.714245518
YFR052W	252492	253316	252460	253525	32	209	
YFR052C-A	253721	253416		253410		6	
YFR053C	255036	253579	255125	253431	89	148	
YFR054C	259420	258842					0
YFR055W	264191	265213		265683		470	5.754887502
YFR056C	264312	263944					0.584962501
YFR057W	269048	269503					0
YGL263W	2790	3932					1.321928095
YGL262W	5312	5839					0
YGL261C	6652	6290					
YGL260W	6860	7090					
YGL259W	8470	8967					1
YGL258W-A	9162	9395		9486		91	1.584962501
YGL258W	11110	11730					1.584962501
YGL257C	14157	12481	14246	12394	89	87	4.285402219
YGL256W	14910	16307	14643	16482	267	175	4.727920455
YGL255W	20978	22108	20940	22204	38	96	4.781359714
YGL254W	22304	23203	22272	23615	32	412	3.392317423
YGL253W	23935	25395	23901	25583	34	188	8.079484784
YGL252C	27484	25718	27508	25501	24	217	3.857980995
YGL251C	31636	27921	31454	27676	Potential_AUG_annotation_error	245	3.64385619
YGL250W	31910	32635	31831	32848	79	213	3.807354922
YGL249W	33098	35212					0
YGL248W	35653	36762	35607	36818	46	56	5.857980995
YGL247W	36933	37526		37557		31	
YGL246C	38780	37617	38836	37521	56	96	
YGL245W	39023	41149	39004	41211	19	62	9.13442632
YGL244W	41498	43174	41451	43285	47	111	5.672425342
YGL243W	43307	44509		44645		136	4.977279923
YGL242C	45197	44652	45240	44552	43	100	5.108524457
YGL241W	45445	48459	45416	48522	29	63	3.392317423
YGL240W	48613	49365					
YGL238W	49552	52434		52534		100	6.169925001
YGL239C	49745	49431		49363		68	
YGL237C	53528	52731	53611	51439	83	1292	1
YGL235W	55279	55815					
YGL236C	55796	53787		53731		56	3.247927513
YGL234W	56482	58890	56426	58978	56	88	7.103287808
YGL233W	59122	61854	59068	61921	54	67	4.554588852
YGL232W	62075	63002	62048	63075	27	73	
YGL231C	63620	63048	63638	63009	18	39	
YGL230C	64215	63772					0
YGL229C	66959	64503	67189	64496	230	7	3.169925001
YGL228W	67598	69331	67557	69477	41	146	
YGL227W	69671	72547	69643	72687	28	140	5.794415866
YGL226C-A	73157	72748	73199	72633	42	115	5.584962501
YGL226W	73339	73710	73313	73810	26	100	3.754887502
YGL225W	76893	77906	76851	78019	42	113	5.727920455
YGL224C	78856	78014	79016	77959	160	55	5.22881869
YGL223C	80364	79111	80367	79049	3	62	5.06608919
YGL222C	81185	80658		80617		41	0
YGL221C	82291	81425	82631	81345	340	80	5.108524457
YGL220W	82373	82735	82414	82916	Potential_AUG_annotation_error	181	6.483815777
YGL218W	83649	84299		84305		6	
YGL219C	84256	82877		82812		65	5.930737338
YGL216W	84884	87301		87353		52	2.321928095
YGL217C	85179	84838		84769		69	
YGL215W	87980	89338	87516	89641	464	303	5.614709844
YGL214W	90011	90499					
YGL213C	91251	90058	91272	89826	21	232	
YGL212W	91436	92386					3.169925001
YGL211W	92516	93595	92481	93689	35	94	4.129283017
YGL210W	93797	94465	93773	94573	24	108	4.321928095
YGL209W	95862	97010	95745	97117	117	107	3
YGL208W	97342	98589	97295	98696	47	107	2.584962501
YGL207W	98973	102080	98879	102206	94	126	5.266786541
YGL206C	107508	102547	107564	102277	56	270	4.523561956
YGL205W	108162	110408					0
YGL204C	112009	111704	112070	111704	61	0	0.584962501
YGL203C	114668	112479	114762	112433	94	46	4.087462841
YGL202W	116063	117565	115944	117634	119	69	6.22881869
YGL201C	120911	117858	120970	117676	59	182	2.321928095
YGL200C	123310	122699	123359	122616	49	83	8.240791332
YGL198W	123596	124303		124353		50	6.864186145
YGL199C	124047	123577		123577		0	
YGL197W	124703	129166	124458	129808	245	642	1.321928095
YGL196W	129888	131174	129826	131290	62	116	4.930737338
YGL195W	131531	139549	131501	139645	30	96	5.714245518
YGL194C-A	139967	139725	140016	139570	49	155	5
YGL194C	141732	140374		140316		58	1.584962501
YGL193C	142233	141922		141877		45	5.906890596
YGL192W	142252	144054		144101		47	3.459431619
YGL191W	144814	145203	144752	145449	62	246	5.965784285
YGL190C	147395	145815	147806	145712	411	103	4.857980995
YGL189C	148594	148235	148991	148189	397	46	9.758223215
YGL188C-A	148970	148830		148652		178	
YGL188C	149522	149349					0
YGL187C	150177	149710	150661	149466	484	244	5.584962501
YGL186C	152782	151043	152845	151022	63	21	4.857980995
YGL185C	154312	153173	154404	153110	92	63	4.087462841
YGL184C	156018	154621	156124	154535	106	86	5.209453366
YGL183C	157291	156549					0
YGL182C	157602	157279					
YGL181W	157912	159102	157858	159214	54	112	4.754887502
YGL180W	160071	162764	159989	162924	82	160	3
YGL179C	165097	163415	165264	163338	167	77	3.754887502
YGL178W	167358	170577	167246	170653	112	76	3.087462841
YGL177W	167565	167912					
YGL176C	173085	171421	173237	171326	152	95	3.247927513
YGL175C	174328	173291					0
YGL174W	174551	175351	174508	175452	43	101	4.169925001
YGL173C	180119	175533	180452	175409	333	124	6.312882955
YGL172W	180706	182124	180682	182219	24	95	5.727920455
YGL171W	182396	184090	182367	184166	29	76	
YGL170C	185400	184159	185368		Potential_AUG_annotation_error		
YGL169W	186065	187345	185975	187551	90	206	3.584962501
YGL168W	187470	187802					
YGL167C	190474	187622	190603	187493	129	129	
YGL166W	191135	191812	191113	191973	22	161	
YGL165C	191982	191404					
YGL164C	193306	191984	193403	191920	97	64	
YGL163C	196409	193713	196556	193669	147	44	4.459431619
YGL162W	198144	199043	197870	199150	274	107	3.584962501
YGL161C	200148	199216	200243	199084	95	132	6.442943496
YGL160W	200567	202279	200478	202413	89	134	4.247927513
YGL159W	202727	203839	202701	203936	26	97	4.977279923
YGL158W	207038	208576					0.584962501
YGL157W	209011	210054	208968	210139	43	85	5.845490051
YGL156W	210421	213672	210346	213802	75	130	4
YGL155W	214086	215216	213960	215414	126	198	
YGL154C	216101	215283	216202	214433	101	850	
YGL153W	216278	217303	216249	217310	29	7	
YGL152C	217374	216697					
YGL151W	217529	220927	217503	221020	26	93	3.906890596
YGL149W	225577	225882					1.584962501
YGL150C	225578	221109		220971		138	4.321928095
YGL148W	226404	227534	226375	227639	29	105	7.588714636
YGL147C	228334	227759	228352	227661	18	98	10.56795608
YGL146C	229691	228756					0.584962501
YGL145W	230248	232353	230196	232375	52	22	4.209453366
YGL144C	234512	232455					3
YGL143C	235963	234722	235980	234643	17	79	3.321928095
YGL142C	238124	236274	238171	236164	47	110	3
YGL141W	238358	241090	238307	241219	51	129	3.392317423
YGL140C	245017	241358	245063	241141	46	217	3.247927513
YGL139W	245721	248129	245636	248454	85	325	3.700439718
YGL138C	249536	248499					0
YGL137W	249874	252743	249854	252933	20	190	5.14974712
YGL136C	253864	252902	253903	252755	39	147	5.686500527
YGL135W	254646	255299	254581	255393	65	94	7.383704292
YGL134W	255668	256969	255588	257018	80	49	4.209453366
YGL133W	257712	261506	257535	261600	177	94	
YGL132W	261585	261920					
YGL131C	265864	261653					
YGL130W	266150	267529	266117	267670	33	141	5.523561956
YGL129C	269194	267728		267631		97	4.357552005
YGL128C	270150	269299	270220	269222	70	77	3.584962501
YGL127C	270781	270398	270799	270308	18	90	4.906890596
YGL126W	271003	272145	270953	272387	50	242	5.357552005
YGL125W	272526	274328	272303	274762	223	434	4.169925001
YGL124C	276720	274786	276787	274629	67	157	2.807354922
YGL123W	277623	278387	277524	278475	99	88	10.89102419
YGL123C-A	277870	277640					
YGL122C	280529	278952	280544	278729	15	223	5.882643049
YGL121C	281163	280783	281271	280636	108	147	6.076815597
YGL120C	283943	281640	283997	281556	54	84	5.209453366
YGL119W	284448	285953	284391	286016	57	63	2.807354922
YGL118C	288457	288020					0
YGL117W	288518	289315	288454	289401	64	86	5.50779464
YGL116W	289812	291644	289682	291728	130	84	2.459431619
YGL115W	292036	293004	291914	293086	122	82	5.727920455
YGL114W	293463	295640	293390	295687	73	47	5.845490051
YGL113W	295935	297941	295846	298167	89	226	2.584962501
YGL112C	299731	298181	299758	298064	27	117	4.906890596
YGL111W	299981	301372	299962	301524	19	152	3.64385619
YGL110C	303414	301540	303604	301468	190	72	2.807354922
YGL109W	303516	303839					
YGL108C	304074	303652	304101	303487	27	165	
YGL107C	306276	304336	306336	304268	60	68	1.321928095
YGL106W	306563	307012	306544	307261	19	249	7.214319121
YGL105W	307440	308570	307397	308672	43	102	8.781359714
YGL104C	310176	308716	310242	308582	66	134	3.584962501
YGL103W	310970	311930	310952	312016	18	86	
YGL102C	311936	311508	312013	311097	77	411	
YGL101W	312196	312843	312093	313095	103	252	4.614709844
YGL100W	313237	314286	313215	314376	22	90	7.285402219
YGL099W	314634	316556	314594	316599	40	43	4.672425342
YGL098W	317345	318082	316790	319505	555	1423	4.700439718
YGL097W	321785	323233	321727	323315	58	82	5.807354922
YGL096W	325334	326164	325021	326300	313	136	4.459431619
YGL095C	330610	328877	330658	328807	48	70	5.554588852
YGL094C	334468	331121	334618	330974	150	147	2.584962501
YGL093W	334889	337642	334864	337682	25	40	4.882643049
YGL092W	337909	341862	337834	341884	75	22	3.247927513
YGL091C	343045	342059	343097	341923	52	136	5.044394119
YGL090W	343322	344587	343288	344777	34	190	3.459431619
YGL089C	345156	344794					0
YGL088W	345839	346204	345817	346367	22	163	4.044394119
YGL087C	346907	346409	346955	346326	48	83	5.303780748
YGL086W	347122	349371	347119	349422	3	51	3.906890596
YGL085W	349619	350443					2.169925001
YGL084C	352301	350619	352366	350535	65	84	4.491853096
YGL083W	353061	355475	352953	355578	108	103	3.64385619
YGL082W	355830	356975	355751	357131	79	156	5.247927513
YGL081W	357380	358342					1.584962501
YGL080W	358639	359031	358577	359287	62	256	5.129283017
YGL079W	359447	360103	359396	360246	51	143	4.285402219
YGL078C	361862	360291	361939	360122	77	169	5.339850003
YGL077C	363919	362228	363963	362153	44	75	3.584962501
YGL076C	365999	364338	366023	364250	24	88	
YGL075C	368091	366928					1
YGL073W	368756	371257					
YGL074C	368925	368599		368569		30	1
YGL072C	371365	371006	371335	370632	Potential_AUG_annotation_error	374	
YGL071W	372015	374087	371630	374574	385	487	3.906890596
YGL070C	374830	374462	374852	374155	22	307	4.857980995
YGL068W	375090	375674	375042	375784	48	110	6.491853096
YGL069C	375517	375053		375053		0	
YGL067W	376104	377258	375987	377284	117	26	5
YGL066W	377612	379585	377439	379815	173	230	4.491853096
YGL065C	381274	379763	381262	379731	Potential_AUG_annotation_error	32	5.686500527
YGL064C	383211	381526	383253	381460	42	66	4.044394119
YGL063W	383657	384769					0
YGL063C-A	384654	384505					
YGL062W	385199	388735	384964	388970	235	235	4.807354922
YGL061C	389714	388971	389789	388897	75	74	2.584962501
YGL060W	390070	391995	390049	391995	21	0	4.321928095
YGL059W	392228	393703	392191	393751	37	48	4.857980995
YGL058W	393992	394510	393933	394732	59	222	5.044394119
YGL057C	395835	394972	395876	394807	41	165	2.169925001
YGL056C	397624	396041	397671	395924	47	117	2.906890596
YGL055W	398631	400163	398537	400388	94	225	7.159871337
YGL054C	401290	400874	401359	400858	69	16	8.182394353
YGL053W	402592	403305					
YGL052W	403440	403745					
YGL051W	403690	404394					
YGL050W	405779	406600					3.523561956
YGL049C	409607	406863	409768	406705	161	158	4
YGL048C	411289	410072	411309	410002	20	70	7.396604781
YGL047W	411555	412163	411505	412174	50	11	5.285402219
YGL045W	414106	415734	414056	415935	50	201	3
YGL044C	417040	416150	417250	415893	210	257	4.882643049
YGL043W	417487	418416	417464	418647	23	231	
YGL042C	418597	418292					
YGL041C-B	418891	418709					2.906890596
YGL041W-A	419047	419295		419430		135	
YGL041C	419231	418917					
YGL040C	420561	419533	420639	419350	78	183	5.714245518
YGL039W	423967	425013	423868	425122	99	109	5.539158811
YGL038C	426810	425368	426882	425222	72	146	4.247927513
YGL037C	427953	427303	428008	427187	55	116	8.328674927
YGL036W	428606	431335	428551	431422	55	87	4.285402219
YGL035C	433067	431553	433183	431328	116	225	2.906890596
YGL034C	433584	433219					0
YGL033W	435630	436356		436672		316	0
YGL032C	436838	436575	436975	436474	137	101	6.098032083
YGL031C	437939	437472	438429	437366	490	106	
YGL030W	439096	439643	439050	439743	46	100	11.12315143
YGL029W	440068	440430	440019	440557	49	127	5.523561956
YGL028C	442914	441286	443075	441013	161	273	6.383704292
YGL027C	446148	443647	446197	443579	49	68	5.044394119
YGL026C	448540	446417	448571	446359	31	58	7.103287808
YGL024W	449793	450128		450162		34	
YGL025C	449962	448769		448705		64	4
YGL023C	452109	450202	452140	450096	31	106	
YGL022W	452409	454565	452351	454646	58	81	6
YGL021W	454790	457072		457176		104	
YGL020C	457875	457168	457927	457114	52	54	
YGL019W	458161	458997	458090	459096	71	99	4.321928095
YGL018C	459669	459115	459703	459003	34	112	2.321928095
YGL017W	459859	461370	459824	461435	35	65	4.491853096
YGL016W	461671	464916					3.807354922
YGL015C	465440	465048					4
YGL014W	466146	468812	465765	468889	381	77	5.169925001
YGL014C-A	466403	466242		465938		304	
YGL013C	472303	469097	472364	469081	61	16	3.906890596
YGL012W	472860	474281	472834	474385	26	104	7.554588852
YGL011C	475252	474494	475269	474391	17	103	6.87036472
YGL010W	475550	476074	475498	476247	52	173	3
YGL009C	478657	476318	478726	476199	69	119	7.707359132
YGL008C	482671	479915	482908	479423	237	492	10.09209641
YGL007C-A	483032	482946					2
YGL007W	483265	483642					0
YGL006W-A	485428	485538					0
YGL006W	485925	489446	485650	489581	275	135	4.906890596
YGL005C	490551	489712	490642	489446	91	266	5.442943496
YGL004C	491960	490707		490707		0	2.584962501
YGL003C	494178	492478	494261	492237	83	241	3.321928095
YGL002W	494521	495171	494409	495334	112	163	5.918863237
YGL001C	496506	495457	496563	495357	57	100	6.098032083
YGR001C	498038	497137	498047	497093	9	44	5.599912842
YGR002C	499910	498480	499946	498221	36	259	3.392317423
YGR003W	500136	502370	500127	502394	9	24	4.357552005
YGR004W	502942	504330	502890	504363	52	33	3.700439718
YGR005C	505863	504661	505899	504581	36	80	5.523561956
YGR006W	506074	506829					0
YGR007W	506973	507944	506933	508085	40	141	5.321928095
YGR008C	508368	508114	508440	507977	72	137	6.761551232
YGR009C	511006	509051	511045	508953	39	98	4.64385619
YGR010W	511549	512736					
YGR011W	512501	512827		512904		77	
YGR012W	513163	514344	513024	514369	139	25	5.459431619
YGR013W	514558	516420	514523	516683	35	263	4.285402219
YGR014W	516947	520867	516939	520995	8	128	4.754887502
YGR015C	522080	521094					2.584962501
YGR016W	522265	522837	522184	523015	81	178	3.247927513
YGR017W	523791	524684	523643	524799	148	115	
YGR018C	524698	524369	524803	524276	105	93	
YGR019W	525233	526648	525110	526660	123	12	7.092757141
YGR020C	527333	526977	527386	526846	53	131	6.569855608
YGR021W	527636	528508	527602	528584	34	76	4.64385619
YGR023W	529268	530923		530983		60	2.807354922
YGR022C	529590	529261		529118		143	
YGR024C	532600	531887	532632	531820	32	67	6.312882955
YGR025W	532643	532945		533622		677	
YGR026W	532989	533825		533979		154	6.087462841
YGR027C	534462	534136	534828	534091	366	45	10.1692987
YGR028W	542207	543295	542193	543426	14	131	5
YGR029W	543557	544209		544305		96	4.857980995
YGR030C	546161	545685	546235	545393	74	292	4.95419631
YGR031W	546445	547473	546300	547783	145	310	3.247927513
YGR031C-A	547304	546813					
YGR032W	548268	553955	547795	554040	473	85	3.95419631
YGR033C	554971	554252	555057	554006	86	246	3.64385619
YGR034W	555816	556676	555787	556807	29	131	11.51766939
YGR035C	557426	557076	557499	556930	73	146	4.672425342
YGR035W-A	557569	557790		557798		8	3.754887502
YGR036C	558872	558153					0
YGR037C	559998	559735	560038	559579	40	156	8.802516365
YGR038W	560686	561354	560547	561502	139	148	4.247927513
YGR039W	574892	575203	574680	575282	212	79	3.392317423
YGR040W	575402	576508	575354	577312	48	804	4.321928095
YGR041W	577491	579134	577339	579233	152	99	3.807354922
YGR042W	579480	580295	579459	580381	21	86	2.807354922
