#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YGL044C_CDS	GENE_YGL044C_CDS	YGL044C_id001	protein_coding	0	1	0	41	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	19
YGL044C_CDS	GENE_YGL044C_CDS	YGL044C_id005	protein_coding	0	1	0	41	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	19
YGL045W_CDS	GENE_YGL045W_CDS	YGL045W_id001	protein_coding	0	8	1	24	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	8	17
YGL045W_CDS	GENE_YGL045W_CDS	YGL045W_id002	protein_coding	0	8	1	24	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	8	17
YGL047W_CDS	GENE_YGL047W_CDS	YGL047W_id001	protein_coding	0	1	1	36	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	1	18
YGL047W_CDS	GENE_YGL047W_CDS	YGL047W_id005	protein_coding	0	1	1	36	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	1	18
YGL048C_CDS	GENE_YGL048C_CDS	YGL048C_id001	protein_coding	0	4	0	43	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	4	22
YGL048C_CDS	GENE_YGL048C_CDS	YGL048C_id003	protein_coding	0	4	0	43	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	4	22
YGL049C_CDS	GENE_YGL049C_CDS	YGL049C_id001	protein_coding	0	7	3	51	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	7	18
YGL049C_CDS	GENE_YGL049C_CDS	YGL049C_id004	protein_coding	0	7	3	51	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	7	18
YGL050W_CDS	GENE_YGL050W_CDS	YGL050W_id001	protein_coding	0	2	0	54	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	35
YGL050W_CDS	GENE_YGL050W_CDS	YGL050W_id002	protein_coding	0	2	0	54	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	35
YGL051W_CDS	GENE_YGL051W_CDS	YGL051W_mRNA	protein_coding	0	1	2	51	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	1	30
YGL052W_CDS	GENE_YGL052W_CDS	YGL052W_mRNA	protein_coding	0	0	1	48	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	29
YGL053W_CDS	GENE_YGL053W_CDS	YGL053W_id001	protein_coding	0	5	10	32	0	0	0	0	17	0	0	0	10	0	0	0	0	0	0	0	0	5	15
YGL053W_CDS	GENE_YGL053W_CDS	YGL053W_id002	protein_coding	0	5	10	32	0	0	0	0	17	0	0	0	10	0	0	0	0	0	0	0	0	5	15
YGL054C_CDS	GENE_YGL054C_CDS	YGL054C_id001	protein_coding	0	1	0	52	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	35
YGL054C_CDS	GENE_YGL054C_CDS	YGL054C_id002	protein_coding	0	1	0	52	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	35
YGL055W_CDS	GENE_YGL055W_CDS	YGL055W_id001	protein_coding	0	3	1	66	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	3	36
YGL055W_CDS	GENE_YGL055W_CDS	YGL055W_id004	protein_coding	0	3	1	66	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	3	36
YGL056C_CDS	GENE_YGL056C_CDS	YGL056C_id001	protein_coding	0	8	0	62	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	8	15
YGL056C_CDS	GENE_YGL056C_CDS	YGL056C_id004	protein_coding	0	8	0	62	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	8	15
YGL057C_CDS	GENE_YGL057C_CDS	YGL057C_id001	protein_coding	0	7	3	58	0	0	0	0	41	0	0	0	3	0	0	0	0	0	0	0	0	7	17
YGL057C_CDS	GENE_YGL057C_CDS	YGL057C_id002	protein_coding	0	7	3	58	0	0	0	0	41	0	0	0	3	0	0	0	0	0	0	0	0	7	17
YGL058W_CDS	GENE_YGL058W_CDS	YGL058W_id001	protein_coding	0	2	1	67	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	2	34
YGL058W_CDS	GENE_YGL058W_CDS	YGL058W_id004	protein_coding	0	2	1	67	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	2	34
YGL059W_CDS	GENE_YGL059W_CDS	YGL059W_id001	protein_coding	0	10	1	66	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	10	31
YGL059W_CDS	GENE_YGL059W_CDS	YGL059W_id003	protein_coding	0	10	1	66	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	10	31
YGL060W_CDS	GENE_YGL060W_CDS	YGL060W_id001	protein_coding	0	7	8	91	0	0	0	0	45	0	0	0	8	0	0	0	0	0	0	0	0	7	46
YGL060W_CDS	GENE_YGL060W_CDS	YGL060W_id002	protein_coding	0	7	8	91	0	0	0	0	45	0	0	0	8	0	0	0	0	0	0	0	0	7	46
YGL061C_CDS	GENE_YGL061C_CDS	YGL061C_id001	protein_coding	0	1	1	85	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	1	39
YGL061C_CDS	GENE_YGL061C_CDS	YGL061C_id004	protein_coding	0	1	1	85	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	1	39
YGL062W_CDS	GENE_YGL062W_CDS	YGL062W_id001	protein_coding	0	33	4	62	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	33	26
YGL062W_CDS	GENE_YGL062W_CDS	YGL062W_id008	protein_coding	0	33	4	62	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	33	26
YGL063C-A_CDS	GENE_YGL063C-A_CDS	YGL063C-A_id001	protein_coding	0	0	0	78	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	46
YGL063W_CDS	GENE_YGL063W_CDS	YGL063W_id001	protein_coding	0	2	3	77	0	0	0	0	45	0	0	0	3	0	0	0	0	0	0	0	0	2	32
YGL063W_CDS	GENE_YGL063W_CDS	YGL063W_id002	protein_coding	0	2	3	77	0	0	0	0	45	0	0	0	3	0	0	0	0	0	0	0	0	2	32
YGL064C_CDS	GENE_YGL064C_CDS	YGL064C_id001	protein_coding	0	6	2	76	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	6	46
YGL065C_CDS	GENE_YGL065C_CDS	YGL065C_id001	protein_coding	0	8	3	63	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	8	32
YGL065C_CDS	GENE_YGL065C_CDS	YGL065C_id002	protein_coding	0	8	3	63	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	8	32
YGL066W_CDS	GENE_YGL066W_CDS	YGL066W_id001	protein_coding	0	6	3	63	0	0	1	0	31	0	0	0	2	0	0	0	0	0	0	0	0	6	32
YGL066W_CDS	GENE_YGL066W_CDS	YGL066W_id002	protein_coding	0	6	3	63	0	0	1	0	31	0	0	0	2	0	0	0	0	0	0	0	0	6	32
YGL067W_CDS	GENE_YGL067W_CDS	YGL067W_id001	protein_coding	0	4	2	66	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	4	34
YGL067W_CDS	GENE_YGL067W_CDS	YGL067W_id002	protein_coding	0	4	2	66	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	4	34
YGL068W_CDS	GENE_YGL068W_CDS	YGL068W_id001	protein_coding	0	2	0	69	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	2	35
YGL068W_CDS	GENE_YGL068W_CDS	YGL068W_id002	protein_coding	0	2	0	69	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	2	35
YGL069C_CDS	GENE_YGL069C_CDS	YGL069C_mRNA	protein_coding	0	1	1	69	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	1	34
YGL070C_CDS	GENE_YGL070C_CDS	YGL070C_id001	protein_coding	0	1	0	68	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	32
YGL070C_CDS	GENE_YGL070C_CDS	YGL070C_id003	protein_coding	0	1	0	68	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	32
YGL071W_CDS	GENE_YGL071W_CDS	YGL071W_id001	protein_coding	0	6	9	57	0	0	0	0	27	0	0	0	9	0	0	0	0	0	0	0	0	6	30
YGL071W_CDS	GENE_YGL071W_CDS	YGL071W_id014	protein_coding	0	6	9	57	0	0	0	0	27	0	0	0	9	0	0	0	0	0	0	0	0	6	30
YGL072C_CDS	GENE_YGL072C_CDS	YGL072C_mRNA	protein_coding	0	1	3	68	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	1	32
YGL073W_CDS	GENE_YGL073W_CDS	YGL073W_id001	protein_coding	0	8	8	78	0	0	0	0	34	0	0	0	8	0	0	0	0	0	0	0	0	8	44
YGL073W_CDS	GENE_YGL073W_CDS	YGL073W_id002	protein_coding	0	8	8	78	0	0	0	0	34	0	0	0	8	0	0	0	0	0	0	0	0	8	44
YGL074C_CDS	GENE_YGL074C_CDS	YGL074C_mRNA	protein_coding	0	1	0	77	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	1	33
YGL075C_CDS	GENE_YGL075C_CDS	YGL075C_id001	protein_coding	0	3	2	70	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	3	31
YGL075C_CDS	GENE_YGL075C_CDS	YGL075C_id004	protein_coding	0	3	2	70	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	3	31
YGL076C_CDS	GENE_YGL076C_CDS	YGL076C_id001	protein_coding	0	5	0	73	0	0	0	0	22	0	0	15	0	0	0	0	0	0	0	0	0	5	36
YGL076C_CDS	GENE_YGL076C_CDS	YGL076C_id002	protein_coding	0	5	0	73	0	0	0	0	22	0	0	15	0	0	0	0	0	0	0	0	0	5	36
YGL077C_CDS	GENE_YGL077C_CDS	YGL077C_id001	protein_coding	0	2	2	79	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	2	43
YGL077C_CDS	GENE_YGL077C_CDS	YGL077C_id005	protein_coding	0	2	2	79	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	2	43
YGL078C_CDS	GENE_YGL078C_CDS	YGL078C_id001	protein_coding	0	7	3	74	0	0	0	0	34	0	0	0	3	0	0	0	0	0	0	0	0	7	40
YGL078C_CDS	GENE_YGL078C_CDS	YGL078C_id002	protein_coding	0	7	3	74	0	0	0	0	34	0	0	0	3	0	0	0	0	0	0	0	0	7	40
YGL079W_CDS	GENE_YGL079W_CDS	YGL079W_id001	protein_coding	0	1	1	69	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	1	41
YGL079W_CDS	GENE_YGL079W_CDS	YGL079W_id004	protein_coding	0	1	1	69	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	1	41
YGL080W_CDS	GENE_YGL080W_CDS	YGL080W_id001	protein_coding	0	2	1	63	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	2	41
YGL080W_CDS	GENE_YGL080W_CDS	YGL080W_id011	protein_coding	0	2	1	63	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	2	41
YGL081W_CDS	GENE_YGL081W_CDS	YGL081W_id001	protein_coding	0	8	2	62	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	8	40
YGL081W_CDS	GENE_YGL081W_CDS	YGL081W_id002	protein_coding	0	8	2	62	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	8	40
YGL082W_CDS	GENE_YGL082W_CDS	YGL082W_id001	protein_coding	0	3	1	74	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	3	36
YGL082W_CDS	GENE_YGL082W_CDS	YGL082W_id002	protein_coding	0	3	1	74	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	3	36
YGL083W_CDS	GENE_YGL083W_CDS	YGL083W_id001	protein_coding	0	14	5	63	0	0	0	0	33	0	0	0	5	0	0	0	0	0	0	0	0	14	30
YGL083W_CDS	GENE_YGL083W_CDS	YGL083W_id002	protein_coding	0	14	5	63	0	0	0	0	33	0	0	0	5	0	0	0	0	0	0	0	0	14	30
YGL084C_CDS	GENE_YGL084C_CDS	YGL084C_id001	protein_coding	0	6	2	69	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	6	38
YGL084C_CDS	GENE_YGL084C_CDS	YGL084C_id002	protein_coding	0	6	2	69	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	6	38
YGL085W_CDS	GENE_YGL085W_CDS	YGL085W_id001	protein_coding	0	0	2	69	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	0	32
YGL085W_CDS	GENE_YGL085W_CDS	YGL085W_id006	protein_coding	0	0	2	69	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	0	32
YGL086W_CDS	GENE_YGL086W_CDS	YGL086W_mRNA	protein_coding	0	11	9	49	0	0	1	0	25	0	0	0	8	0	0	0	0	0	0	0	0	11	24
YGL087C_CDS	GENE_YGL087C_CDS	YGL087C_id001	protein_coding	0	1	0	61	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	30
YGL087C_CDS	GENE_YGL087C_CDS	YGL087C_id002	protein_coding	0	1	0	61	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	30
YGL088W_CDS	GENE_YGL088W_CDS	YGL088W_mRNA	protein_coding	1	1	0	57	0	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	1	26
YGL089C_CDS	GENE_YGL089C_CDS	YGL089C_id001	protein_coding	0	2	0	59	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	2	32
YGL090W_CDS	GENE_YGL090W_CDS	YGL090W_id001	protein_coding	0	1	6	64	0	0	0	0	32	0	0	0	6	0	0	0	0	0	0	0	0	1	32
YGL090W_CDS	GENE_YGL090W_CDS	YGL090W_id003	protein_coding	0	1	6	64	0	0	0	0	32	0	0	0	6	0	0	0	0	0	0	0	0	1	32
YGL091C_CDS	GENE_YGL091C_CDS	YGL091C_id001	protein_coding	0	2	0	64	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	2	32
YGL091C_CDS	GENE_YGL091C_CDS	YGL091C_id006	protein_coding	0	2	0	64	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	2	32
YGL092W_CDS	GENE_YGL092W_CDS	YGL092W_id001	protein_coding	0	14	9	59	0	0	0	0	27	0	0	0	9	0	0	0	0	0	0	0	0	14	32
YGL092W_CDS	GENE_YGL092W_CDS	YGL092W_id002	protein_coding	0	14	9	59	0	0	0	0	27	0	0	0	9	0	0	0	0	0	0	0	0	14	32
YGL093W_CDS	GENE_YGL093W_CDS	YGL093W_id001	protein_coding	0	10	9	51	0	0	0	0	29	0	0	0	9	0	0	0	0	0	0	0	0	10	22
YGL093W_CDS	GENE_YGL093W_CDS	YGL093W_id002	protein_coding	0	10	9	51	0	0	0	0	29	0	0	0	9	0	0	0	0	0	0	0	0	10	22
YGL094C_CDS	GENE_YGL094C_CDS	YGL094C_id001	protein_coding	0	9	1	94	0	0	0	0	56	0	0	0	1	0	0	0	0	0	0	0	0	9	38
YGL095C_CDS	GENE_YGL095C_CDS	YGL095C_id001	protein_coding	0	3	3	145	0	0	0	0	120	0	0	0	3	0	0	0	0	0	0	0	0	3	25
YGL095C_CDS	GENE_YGL095C_CDS	YGL095C_id009	protein_coding	0	3	3	145	0	0	0	0	120	0	0	0	3	0	0	0	0	0	0	0	0	3	25
YGL096W_CDS	GENE_YGL096W_CDS	YGL096W_id001	protein_coding	0	3	4	181	0	0	0	0	56	0	0	0	4	0	0	0	0	0	0	0	0	3	125
YGL096W_CDS	GENE_YGL096W_CDS	YGL096W_id007	protein_coding	0	3	4	181	0	0	0	0	56	0	0	0	4	0	0	0	0	0	0	0	0	3	125
YGL097W_CDS	GENE_YGL097W_CDS	YGL097W_id001	protein_coding	0	5	1	188	0	0	0	0	126	0	0	0	1	0	0	0	0	0	0	0	0	5	62
YGL097W_CDS	GENE_YGL097W_CDS	YGL097W_id004	protein_coding	0	5	1	188	0	0	0	0	126	0	0	0	1	0	0	0	0	0	0	0	0	5	62
YGL098W_CDS	GENE_YGL098W_CDS	YGL098W_id001	protein_coding	0	3	0	94	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	3	37
YGL098W_CDS	GENE_YGL098W_CDS	YGL098W_id003	protein_coding	0	3	0	94	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	3	37
YGL099W_CDS	GENE_YGL099W_CDS	YGL099W_id001	protein_coding	0	6	2	92	0	0	0	0	67	0	0	0	2	0	0	0	0	0	0	0	0	6	25
YGL099W_CDS	GENE_YGL099W_CDS	YGL099W_id002	protein_coding	0	6	2	92	0	0	0	0	67	0	0	0	2	0	0	0	0	0	0	0	0	6	25
YGL100W_CDS	GENE_YGL100W_CDS	YGL100W_id001	protein_coding	0	3	1	73	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	3	25
YGL100W_CDS	GENE_YGL100W_CDS	YGL100W_id002	protein_coding	0	3	1	73	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	3	25
YGL101W_CDS	GENE_YGL101W_CDS	YGL101W_id001	protein_coding	0	1	1	59	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	1	22
YGL101W_CDS	GENE_YGL101W_CDS	YGL101W_id005	protein_coding	0	1	1	59	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	1	22
YGL102C_CDS	GENE_YGL102C_CDS	YGL102C_mRNA	protein_coding	0	0	2	57	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	0	33
YGL103W_CDS	GENE_YGL103W_CDS	YGL103W_id001	protein_coding	0	2	0	64	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	2	30
YGL103W_CDS	GENE_YGL103W_CDS	YGL103W_id003	protein_coding	0	2	0	64	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	2	30
YGL104C_CDS	GENE_YGL104C_CDS	YGL104C_id001	protein_coding	0	2	1	66	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	2	26
YGL104C_CDS	GENE_YGL104C_CDS	YGL104C_id006	protein_coding	0	2	1	66	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	2	26
YGL105W_CDS	GENE_YGL105W_CDS	YGL105W_id001	protein_coding	0	5	1	65	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	5	40
YGL105W_CDS	GENE_YGL105W_CDS	YGL105W_id004	protein_coding	0	5	1	65	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	5	40
YGL106W_CDS	GENE_YGL106W_CDS	YGL106W_id001	protein_coding	0	3	0	60	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	3	37
YGL106W_CDS	GENE_YGL106W_CDS	YGL106W_id009	protein_coding	0	3	0	60	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	3	37
YGL107C_CDS	GENE_YGL107C_CDS	YGL107C_id001	protein_coding	0	11	6	48	0	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	11	26
YGL108C_CDS	GENE_YGL108C_CDS	YGL108C_id001	protein_coding	0	2	1	57	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	2	39
YGL108C_CDS	GENE_YGL108C_CDS	YGL108C_id002	protein_coding	0	2	1	57	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	2	39
YGL109W_CDS	GENE_YGL109W_CDS	YGL109W_mRNA	protein_coding	1	0	1	57	0	0	0	0	41	1	0	0	1	0	0	0	0	0	0	0	0	0	16
YGL110C_CDS	GENE_YGL110C_CDS	YGL110C_id001	protein_coding	0	7	2	55	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	7	40
YGL110C_CDS	GENE_YGL110C_CDS	YGL110C_id003	protein_coding	0	7	2	55	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	7	40
YGL111W_CDS	GENE_YGL111W_CDS	YGL111W_id001	protein_coding	0	0	1	58	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	0	20
YGL111W_CDS	GENE_YGL111W_CDS	YGL111W_id002	protein_coding	0	0	1	58	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	0	20
YGL112C_CDS	GENE_YGL112C_CDS	YGL112C_id001	protein_coding	0	2	1	47	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	2	24
YGL112C_CDS	GENE_YGL112C_CDS	YGL112C_id002	protein_coding	0	2	1	47	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	2	24
YGL113W_CDS	GENE_YGL113W_CDS	YGL113W_id001	protein_coding	0	8	4	29	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	8	17
YGL113W_CDS	GENE_YGL113W_CDS	YGL113W_id002	protein_coding	0	8	4	29	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	8	17
YGL114W_CDS	GENE_YGL114W_CDS	YGL114W_id001	protein_coding	0	5	3	39	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	5	22
YGL114W_CDS	GENE_YGL114W_CDS	YGL114W_id002	protein_coding	0	5	3	39	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	5	22
YGL115W_CDS	GENE_YGL115W_CDS	YGL115W_id001	protein_coding	0	3	0	61	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	3	38
YGL115W_CDS	GENE_YGL115W_CDS	YGL115W_id002	protein_coding	0	3	0	61	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	3	38
YGL116W_CDS	GENE_YGL116W_CDS	YGL116W_id001	protein_coding	0	5	1	65	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	5	44
YGL117W_CDS	GENE_YGL117W_CDS	YGL117W_id001	protein_coding	0	2	2	67	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	2	48
YGL117W_CDS	GENE_YGL117W_CDS	YGL117W_id002	protein_coding	0	2	2	67	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	2	48
YGL118C_CDS	GENE_YGL118C_CDS	YGL118C_mRNA	protein_coding	2	2	1	70	0	0	0	0	48	2	0	0	1	0	0	0	0	0	0	0	0	2	22
YGL119W_CDS	GENE_YGL119W_CDS	YGL119W_id001	protein_coding	0	5	2	89	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	5	42
YGL119W_CDS	GENE_YGL119W_CDS	YGL119W_id003	protein_coding	0	5	2	89	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	5	42
YGL120C_CDS	GENE_YGL120C_CDS	YGL120C_id001	protein_coding	0	17	0	82	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	17	50
YGL120C_CDS	GENE_YGL120C_CDS	YGL120C_id005	protein_coding	0	17	0	82	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	17	50
YGL121C_CDS	GENE_YGL121C_CDS	YGL121C_id001	protein_coding	0	2	0	72	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	2	35
YGL121C_CDS	GENE_YGL121C_CDS	YGL121C_id003	protein_coding	0	2	0	72	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	2	35
YGL122C_CDS	GENE_YGL122C_CDS	YGL122C_id001	protein_coding	0	7	5	81	1	2	0	0	43	0	0	0	2	0	0	0	0	0	0	0	0	7	38
YGL122C_CDS	GENE_YGL122C_CDS	YGL122C_id003	protein_coding	0	7	5	81	1	2	0	0	43	0	0	0	2	0	0	0	0	0	0	0	0	7	38
YGL123C-A_CDS	GENE_YGL123C-A_CDS	YGL123C-A_mRNA	protein_coding	0	0	0	77	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	32
YGL123W_CDS	GENE_YGL123W_CDS	YGL123W_id001	protein_coding	0	1	0	84	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	45
YGL123W_CDS	GENE_YGL123W_CDS	YGL123W_id002	protein_coding	0	1	0	84	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	45
YGL124C_CDS	GENE_YGL124C_CDS	YGL124C_id001	protein_coding	0	16	5	64	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	16	33
YGL125W_CDS	GENE_YGL125W_CDS	YGL125W_id001	protein_coding	0	7	0	64	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	7	21
YGL125W_CDS	GENE_YGL125W_CDS	YGL125W_id002	protein_coding	0	7	0	64	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	7	21
YGL126W_CDS	GENE_YGL126W_CDS	YGL126W_mRNA	protein_coding	0	1	0	70	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	1	27
YGL127C_CDS	GENE_YGL127C_CDS	YGL127C_id001	protein_coding	0	2	1	57	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	2	32
YGL127C_CDS	GENE_YGL127C_CDS	YGL127C_id005	protein_coding	0	2	1	57	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	2	32
YGL128C_CDS	GENE_YGL128C_CDS	YGL128C_id001	protein_coding	0	5	4	46	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	5	27
YGL128C_CDS	GENE_YGL128C_CDS	YGL128C_id002	protein_coding	0	5	4	46	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	5	27
YGL129C_CDS	GENE_YGL129C_CDS	YGL129C_id001	protein_coding	0	2	0	56	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	2	25
YGL129C_CDS	GENE_YGL129C_CDS	YGL129C_id002	protein_coding	0	2	0	56	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	2	25
YGL130W_CDS	GENE_YGL130W_CDS	YGL130W_id001	protein_coding	0	4	1	53	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	4	32
YGL130W_CDS	GENE_YGL130W_CDS	YGL130W_id004	protein_coding	0	4	1	53	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	4	32
YGL131C_CDS	GENE_YGL131C_CDS	YGL131C_mRNA	protein_coding	0	13	16	43	0	0	0	0	17	0	0	0	16	0	0	0	0	0	0	0	0	13	26
YGL132W_CDS	GENE_YGL132W_CDS	YGL132W_mRNA	protein_coding	0	0	2	48	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	0	17
YGL133W_CDS	GENE_YGL133W_CDS	YGL133W_mRNA	protein_coding	0	5	6	72	0	0	0	0	33	0	0	0	6	0	0	0	0	0	0	0	0	5	39
