,Label,geneLen,GC_content,median_IUPRED,5UTR_PARS_RNAstructure,CDS_PARS_RNAstructure,3UTR_PARS_RNAstructure,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%Proteinturn,%Beta-sheet,Acidic AA%,Basic AA%,Polar AA%,Hydrophobic AA%,Charged AA%,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,"number of ppi, all","number of ppi, score >= 0.25","number of ppi, score > 0.5","number of ppi, score > 0.8","number of ppi, score >= 0.95",RNAseq Eupl,rna logFC,rna FC - other,MS mean,log2(MS),Imputed log2(MS),protein_synthesis_rate,real_protein_synthesis_rate,Ribo_profilling_init_rate,Ribo_profilling_ribo_num,Ribo_profilling_trans_rate,Ribo_profilling_trans_time,Ribo_profilling_delay_time,IDR ratio,Control Median,control Localization,Number of complexe,Sum d0 Pause Score,Sum Odds Ratio,Introns median length,intron length,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,fopScore,gravyScore,instabilityIndex,molecularWeight,pI,5'-UTR_length,3'-UTR_length,protein half-life (hr),mRNA half-life (min),ORF.length,median transcript length,Ubiquitilation number,Phosphorylation number,is in complex,is essential,alpha IDRratio,A3D mean score,A3D ratio,A3D mean +score,has disordered region,has transmembrane domain,flDPnn_disorder,PSIPRED_helix,PSIPRED_strand,PSIPRED_coil,MMseq2_low_conservation,MMseq2_high_conservation,MMseq2_median,SignalP,DFLpred_linker,ASAquick_buried,DisoRDPbind_RNA,DisoRDPbind_DNA,DisoRDPbind_PRO,MoRFchibi_morf,DRNApred_RNA,DRNApred_DNA,SCRIBER_PRO,PTM_content,haploinsufficient
YIR018W,0,738.0,44.7154,0.5275,0.341363636363636,0.173387533875338,-0.131041666666666,0.0569,0.0325,0.0488,0.0976,0.0081,0.0122,0.0447,0.0528,0.1138,0.0976,0.0163,0.0813,0.0488,0.0528,0.061,0.065,0.0488,0.0366,0.0041,0.0163,0.2154,0.2073,0.2683,0.1464,0.2195,0.2967,0.2887,0.3659,3.0,1.0,5.0,32.0,11.0,4.0,0.0,0.0,3.1660438912091653,1.15862120095201,1.0112868762842722,,,24.45925920865322,,,,,,,,0.5772357723577236,16.32,below threshold,0.0,,,,,0.0,70.12,0.03,0.13,0.06,0.47,-1.04,56.21,28393.8,8.91,22,144.0,,34.0,738.0,1271.5,,2.0,0.0,0.0,0.12244897959183673,-1.5060163265306123,0.2571428571428571,0.2577726530612245,1.0,0.0,0.62,0.518,0.049,0.433,0.3,0.06,1.97,0.0,0.122,0.135,0.0,0.061,0.012,0.0,0.0,0.02,0.0,0.065,0
YIR021W,0,1092.0,41.4835,0.107,0.0,0.061061355311355,0.024318181818182,0.0412,0.0247,0.0714,0.044,0.0577,0.0357,0.0082,0.0549,0.0879,0.1209,0.0247,0.0522,0.0357,0.0275,0.0495,0.0907,0.0659,0.0714,0.011,0.022,0.3379,0.2143,0.2308,0.1154,0.14560000000000003,0.28300000000000003,0.4038,0.261,7.0,4.0,54.0,9.0,5.0,0.0,0.0,0.0,4.27606593372704,0.949427431134255,1.0539783827315783,40636000.0,25.276255097292573,25.276255097292573,,,,,,,,0.0,25.82,mitochondria,1.0,,,,,0.0,89.07,0.09,0.12,0.05,0.45,-0.15,35.59,41298.4,8.91,,44.0,,,1092.0,1253.5,,1.0,1.0,0.0,0.02203856749311295,-0.7325393939393938,0.09366391184573003,0.07727658402203857,0.0,0.0,0.03,0.455,0.129,0.416,0.07,0.07,2.27,0.0,0.0,0.358,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.047,0
YIR022W,0,504.0,43.0556,0.0424,0.0,0.239904761904761,-0.09643137254902,0.0714,0.006,0.0298,0.0417,0.0595,0.0833,0.0179,0.0655,0.0655,0.125,0.0238,0.0833,0.0238,0.0476,0.0298,0.0536,0.0298,0.0774,0.0179,0.0417,0.3869,0.244,0.2619,0.07150000000000001,0.1132,0.262,0.48219999999999996,0.1847,5.0,24.0,163.0,24.0,14.0,3.0,3.0,3.0,6.01077846201144,1.05119839788993,0.8388935596394016,125036666.66666667,26.89777599401395,26.89777599401395,,,0.25,7.017,0.163,43.07,4.853,0.0,15.38,below threshold,1.0,,,,,0.0,99.71,0.12,0.17,0.16,0.52,0.09,31.06,18766.0,9.56,,102.0,8.9,29.0,504.0,645.0,1.0,,1.0,1.0,0.005988023952095809,0.06165269461077843,0.38922155688622756,0.6546155688622755,0.0,1.0,0.012,0.341,0.275,0.384,0.09,0.1,2.54,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.018,0
YIR024C,0,651.0,36.0983,0.2783,,,,0.0599,0.0,0.0829,0.0876,0.0276,0.0507,0.0138,0.0876,0.1336,0.106,0.0415,0.0553,0.0276,0.0138,0.0507,0.0369,0.0323,0.0737,0.0046,0.0092,0.3088,0.1705,0.2949,0.17049999999999998,0.1981,0.14750000000000002,0.4101,0.3686,11.0,0.0,27.0,29.0,27.0,1.0,1.0,1.0,2.46817960293214,0.953715816480943,1.0223916510485902,25215000.0,24.58777894672252,24.58777894672252,,,0.198,6.963,0.131,53.278,3.148,0.0552995391705069,18.1,mitochondria,0.0,,,,,0.0,97.8,0.04,0.14,-0.04,0.42,-0.4,26.27,24600.1,9.57,25,54.0,8.2,27.0,651.0,898.0,,,1.0,0.0,0.2824074074074074,-0.9023282407407407,0.3101851851851852,0.4716018518518518,0.0,1.0,0.042,0.495,0.102,0.403,0.1,0.05,2.19,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0
YIR025W,0,1107.0,40.8311,0.5854,,,,0.0434,0.0,0.1057,0.1111,0.0271,0.0542,0.0244,0.0488,0.0379,0.0732,0.0271,0.0759,0.0407,0.0407,0.0894,0.0813,0.0244,0.0434,0.0081,0.0407,0.2412,0.252,0.2547,0.2168,0.1517,0.263,0.31179999999999997,0.36849999999999994,13.0,0.0,18.0,32.0,29.0,24.0,20.0,12.0,2.36872699729336,1.11233402753307,0.8693349831936363,,,24.703759421807504,,,0.093,10.282,0.071,145.341,30.643,0.6666666666666666,15.38,below threshold,1.0,,,,,0.0,59.81,0.08,0.1,-0.12,0.36,-1.14,47.49,42792.9,4.38,,,,31.0,1107.0,1356.5,,14.0,1.0,0.0,0.44021739130434784,-1.4796372282608694,0.21739130434782608,0.19396114130434772,1.0,0.0,0.571,0.408,0.035,0.557,0.05,0.07,2.375,0.0,0.0,0.258,0.0,0.0,0.492,0.0,0.09,0.0,0.0,0.062,0
YIR026C,0,1095.0,41.9178,0.2399,-0.044285714285714,0.165792694063926,-0.450285714285714,0.0521,0.0247,0.0548,0.0658,0.0548,0.0603,0.0274,0.063,0.0849,0.0767,0.0247,0.0438,0.0521,0.0466,0.0438,0.0904,0.0329,0.0603,0.011,0.0274,0.2932,0.2466,0.2192,0.1206,0.15610000000000002,0.26580000000000004,0.37,0.2767,25.0,8.0,29.0,86.0,67.0,56.0,9.0,0.0,6.140048156041029,1.1686297053567,1.2262151791047338,1072400000.0,29.99819597976467,29.99819597976467,,,0.146,10.365,0.106,97.479,12.816,0.0,46.65,cytosol,0.0,,,,,0.0,73.28,0.09,0.16,0.14,0.51,-0.42,41.43,41188.6,8.15,28,70.0,8.5,6.0,1095.0,1356.5,1.0,16.0,0.0,0.0,0.06868131868131869,-0.9703370879120881,0.07967032967032966,0.03870302197802197,0.0,0.0,0.115,0.319,0.124,0.557,0.19,0.07,2.175,0.0,0.019,0.341,0.0,0.003,0.0,0.0,0.0,0.02,0.0,0.058,0
YIR027C,0,1383.0,45.6978,0.2328,,,,0.0629,0.0239,0.0456,0.0651,0.0347,0.0824,0.0325,0.0651,0.0499,0.0889,0.0217,0.0412,0.0629,0.0304,0.0325,0.0716,0.0716,0.0803,0.013,0.0217,0.3037,0.2581,0.2386,0.1107,0.1149,0.26039999999999996,0.38830000000000003,0.22560000000000002,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.986316615990211,0.765436573779445,0.18968766011526905,,,24.160818894440276,,,0.031,3.033,0.029,105.179,1.589,0.0347071583514099,18.86,cytosol,0.0,,,,,0.0,87.86,0.07,0.13,0.1,0.48,-0.08,38.33,50113.8,5.85,,,,29.0,1383.0,,,,0.0,0.0,0.006521739130434782,-0.7414228260869565,0.01956521739130435,0.0076017391304347825,0.0,0.0,0.028,0.254,0.204,0.542,0.1,0.07,2.5,0.0,0.033,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0
YIR030C,0,735.0,35.9184,0.1048,,,,0.0367,0.0204,0.0571,0.0571,0.049,0.049,0.0082,0.1061,0.0816,0.098,0.0204,0.0612,0.0327,0.0449,0.0245,0.098,0.0653,0.0571,0.0082,0.0204,0.3388,0.2408,0.2122,0.1142,0.1143,0.3102,0.39590000000000003,0.2285,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,-1.5965688805152674,2.26488042060944,0.7649685790817828,,,25.847959812463287,,,0.181,6.925,0.106,65.128,2.151,0.0,16.96,below threshold,0.0,,,,,0.0,97.87,0.08,0.11,-0.04,0.42,-0.07,39.18,27311.7,5.87,20,29.0,,32.0,735.0,893.5,,1.0,0.0,0.0,0.0,-1.0362524590163935,0.05737704918032787,0.025352868852459017,0.0,0.0,0.074,0.348,0.23,0.422,0.25,0.04,1.95,0.0,0.016,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0
YIR033W,0,3342.0,37.1335,0.3983,,,,0.0323,0.0126,0.0637,0.0754,0.0476,0.0359,0.0224,0.0619,0.0592,0.0978,0.0215,0.1104,0.0386,0.0467,0.0377,0.0978,0.0601,0.044,0.0063,0.0269,0.2846,0.2828,0.2271,0.1391,0.1193,0.3545,0.33830000000000005,0.25839999999999996,4.0,58.0,198.0,22.0,11.0,1.0,0.0,0.0,5.199744240539995,1.11065712065167,1.2842158412706128,82850666.66666667,26.304009987916654,26.304009987916654,,,0.016,4.274,0.015,282.503,2.148,0.40754039497307,17.32,below threshold,0.0,,,,,,,,,,,,,,,48,1288.0,2.0,22.0,3342.0,3504.5,5.0,27.0,0.0,0.0,0.5220125786163522,-0.9148524707996406,0.1976639712488769,0.21190781671159034,1.0,1.0,0.105,0.341,0.138,0.521,0.27,0.04,1.98,0.0,0.049,0.295,0.004,0.0,0.181,0.0,0.0,0.0,0.0,0.063,0
YIR034C,0,1122.0,43.4046,0.2346,-0.010833333333333,0.31169964349376,0.0,0.0989,0.0107,0.0588,0.0481,0.0455,0.0561,0.0294,0.0668,0.0695,0.0936,0.0107,0.0374,0.0749,0.0241,0.0588,0.0455,0.0668,0.0642,0.0134,0.0241,0.3075,0.2139,0.2513,0.1069,0.1577,0.2086,0.4172,0.2646,5.0,0.0,0.0,18.0,12.0,1.0,0.0,0.0,5.0708243642952695,1.27633429242873,1.039064861001071,1147433333.3333333,30.095763189742456,30.095763189742456,,,0.171,10.281,0.127,80.65,4.015,0.0,,,0.0,1.53,4.24,,,0.0,86.82,0.08,0.22,0.26,0.57,-0.21,34.47,41473.3,9.56,36,27.0,23.6,48.0,1122.0,1322.0,2.0,6.0,0.0,0.0,0.0,-0.7534798927613942,0.08310991957104558,0.04344638069705094,0.0,0.0,0.04,0.314,0.233,0.453,0.05,0.06,2.55,0.0,0.029,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0
YIR035C,0,765.0,47.3203,0.1275,0.243170731707317,0.223648366013071,0.000243902439024,0.0902,0.0039,0.0627,0.0431,0.0392,0.0784,0.0118,0.051,0.0745,0.0902,0.0275,0.0667,0.0353,0.0275,0.0235,0.0784,0.0275,0.1216,0.0078,0.0353,0.3451,0.2588,0.251,0.1058,0.10980000000000001,0.23929999999999998,0.4628,0.2156,3.0,2.0,15.0,8.0,8.0,1.0,0.0,0.0,5.441973239785655,1.12260262593376,1.0077621763858018,230266666.66666666,27.778730347509903,27.778730347509903,1805.71395652174,0.174589061735124,0.181,7.058,0.136,51.706,2.332,0.0,33.11,cytosol,0.0,,,,,0.0,96.2,0.08,0.23,0.34,0.62,0.06,23.93,27478.8,6.28,41,41.0,11.9,34.0,765.0,895.5,,3.0,0.0,0.0,0.0,-0.877042125984252,0.047244094488188976,0.02729448818897638,0.0,0.0,0.008,0.425,0.11,0.465,0.09,0.04,2.265,0.0,0.0,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0
YIR036C,0,792.0,51.5152,0.1791,0.0,0.32097222222222,-0.044444444444444,0.0758,0.0152,0.0568,0.0606,0.0303,0.0795,0.0114,0.0606,0.0606,0.1023,0.0227,0.0303,0.0455,0.0492,0.0492,0.0795,0.0341,0.0947,0.0076,0.0303,0.3258,0.2348,0.2614,0.1174,0.1212,0.23859999999999998,0.4243,0.23859999999999998,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.433394514995429,1.00384929265607,0.9166097468715791,467670000.0,28.800915648200856,28.800915648200856,987.754913043478,0.0955030573196127,0.092,7.021,0.081,86.872,15.083,0.0,29.1,cytosol,0.0,,,,,0.0,95.77,0.07,0.11,0.13,0.5,-0.06,32.92,28802.5,6.28,,45.0,10.8,49.0,792.0,1102.0,,7.0,0.0,0.0,0.0038022813688212928,-0.9501418250950571,0.060836501901140684,0.03129429657794677,0.0,0.0,0.053,0.452,0.129,0.419,0.16,0.05,2.08,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0
YIR038C,0,705.0,40.9929,0.1115,-0.113461538461538,0.123391489361701,0.258969072164948,0.0766,0.0,0.0596,0.0723,0.0596,0.0468,0.0298,0.0681,0.0809,0.1106,0.0255,0.0298,0.0553,0.034,0.0383,0.0894,0.0128,0.0468,0.0128,0.0468,0.3447,0.2213,0.2851,0.13190000000000002,0.149,0.2128,0.44680000000000003,0.2809,1.0,4.0,17.0,48.0,9.0,2.0,1.0,0.0,4.08140525048446,1.17149767856143,0.5695736149151021,344606666.6666667,28.360375375103352,28.360375375103352,2454.31630434783,0.237300475653795,0.191,6.992,0.132,52.777,2.399,0.0,23.67,cytosol,0.0,,,,,0.0,85.76,0.12,0.23,0.27,0.58,-0.25,47.94,26792.0,6.64,26,97.0,6.9,101.0,705.0,1555.0,1.0,5.0,0.0,0.0,0.0,-0.8822747863247863,0.1111111111111111,0.11487478632478632,0.0,0.0,0.026,0.419,0.188,0.393,0.14,0.09,2.22,0.0,0.0,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0
YIR039C,0,1614.0,39.653,0.1298,,,,0.0632,0.0112,0.0651,0.039,0.0632,0.0743,0.0019,0.0688,0.0372,0.0799,0.0186,0.0669,0.0335,0.0316,0.0074,0.1338,0.0836,0.0558,0.0056,0.0576,0.3309,0.3086,0.2007,0.1041,0.0465,0.3847,0.4127,0.15059999999999998,1.0,4.0,43.0,6.0,2.0,0.0,0.0,0.0,0.654515304005897,2.35896334169522,0.6552354680748869,,,24.769817020050795,,,0.025,2.979,0.023,128.445,0.839,0.0,,,0.0,,,,,0.0,79.66,0.13,0.13,0.02,0.44,-0.02,34.1,58181.8,3.89,31,132.0,,96.0,1614.0,1955.5,,,0.0,0.0,0.28305400372439476,-0.3896888268156425,0.20297951582867785,0.24602439478584728,0.0,0.0,0.067,0.261,0.302,0.437,0.27,0.04,1.97,1.0,0.063,0.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0
YIR042C,0,711.0,39.0999,0.1702,,,,0.0633,0.0127,0.0422,0.1055,0.0591,0.0675,0.0042,0.0549,0.0675,0.0928,0.0127,0.0464,0.0295,0.0338,0.0759,0.0422,0.0675,0.0549,0.0253,0.038,0.3249,0.1857,0.2743,0.1477,0.1476,0.2406,0.401,0.2953,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.010402010612866,0.921799212192079,0.41027107380136507,,,22.372504127769474,,,0.028,1.497,0.026,57.64,1.119,0.0,17.69,below threshold,0.0,,,,,0.0,73.85,0.12,0.12,0.02,0.44,-0.48,29.65,27421.4,6.11,54,73.0,,29.0,711.0,1299.5,,,0.0,0.0,0.0,-0.9422266949152541,0.07627118644067797,0.060024576271186444,0.0,0.0,0.038,0.398,0.237,0.365,0.11,0.08,2.505,0.0,0.0,0.284,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0
YJL002C,0,1431.0,39.1335,0.1275,0.517073170731707,0.603480083857443,-0.69575,0.0566,0.0042,0.0419,0.0692,0.0797,0.0482,0.0231,0.065,0.044,0.0818,0.0147,0.065,0.0524,0.0314,0.0273,0.0985,0.0671,0.065,0.0189,0.044,0.3543,0.2642,0.2222,0.1111,0.0944,0.31020000000000003,0.42569999999999997,0.20550000000000002,12.0,5.0,85.0,105.0,29.0,17.0,10.0,8.0,8.635915958356044,1.15601043235376,1.19154145345579,266966666.66666666,27.992084383431454,27.992084383431454,,,0.45,23.772,0.195,121.838,13.546,0.0,99.2,ER,1.0,,,,,0.0,77.19,0.14,0.17,0.13,0.51,-0.16,35.24,54053.1,4.77,41,80.0,7.6,40.0,1431.0,1626.0,1.0,,1.0,1.0,0.05042016806722689,-0.4607821428571428,0.15546218487394958,0.2870191176470587,0.0,1.0,0.017,0.334,0.21,0.456,0.17,0.07,2.115,1.0,0.029,0.363,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.038,0
YJL003W,0,357.0,38.3754,0.1501,,,,0.0504,0.0084,0.042,0.1092,0.0756,0.0504,0.0084,0.0504,0.0924,0.0924,0.0084,0.0252,0.0252,0.0504,0.084,0.084,0.0168,0.0504,0.0252,0.042,0.3361,0.1849,0.2605,0.1512,0.1848,0.2268,0.3948,0.336,10.0,6.0,65.0,214.0,42.0,1.0,0.0,0.0,2.19830919463232,1.06870174861922,0.8915785423876472,15151666.666666666,23.852973256723,23.852973256723,,,0.119,2.997,0.088,33.877,3.586,0.0,18.08,below threshold,0.0,,,,,0.0,68.56,0.14,0.1,-0.07,0.39,-0.65,54.01,14080.2,9.4,51,200.0,,46.0,357.0,846.5,,,0.0,0.0,0.0,-0.6275805084745765,0.3135593220338983,0.7169305084745762,0.0,1.0,0.22,0.585,0.093,0.322,0.08,0.08,2.385,0.0,0.0,0.119,0.008,0.0,0.0,0.0,0.0,0.03,0.0,0.076,0
YJL004C,0,612.0,36.9281,0.00455,-0.691249999999999,0.121477124183006,-0.034252830188679,0.0343,0.0098,0.0392,0.049,0.0833,0.0392,0.0147,0.098,0.0392,0.1471,0.0049,0.0343,0.0343,0.049,0.0392,0.0931,0.0539,0.0588,0.0392,0.0343,0.4608,0.201,0.2353,0.0882,0.0931,0.27440000000000003,0.4999,0.18130000000000002,3.0,19.0,206.0,43.0,16.0,2.0,1.0,0.0,4.505604245852085,1.0274748589621,1.106982725894448,,,23.874760444321527,,,0.15,4.434,0.071,62.11,1.325,0.0,14.74,below threshold,0.0,,,,,0.0,109.7,0.16,0.1,-0.07,0.38,0.34,47.52,23713.7,6.26,8,265.0,,45.0,612.0,1106.0,1.0,5.0,0.0,0.0,0.10837438423645321,0.059437931034482756,0.41379310344827586,0.6402256157635466,0.0,1.0,0.138,0.626,0.02,0.354,0.14,0.12,2.23,0.0,0.039,0.286,0.0,0.0,0.005,0.0,0.0,0.05,0.0,0.03,0
YJL005W,1,6081.0,38.7765,0.2328,-0.036666666666667,0.135581812201942,0.078826291079812,0.0464,0.0099,0.0617,0.0582,0.0365,0.0405,0.0271,0.0553,0.0666,0.1041,0.0252,0.0765,0.0429,0.0311,0.0503,0.1189,0.0656,0.0498,0.0059,0.0271,0.2787,0.2787,0.2338,0.1199,0.14400000000000002,0.3291,0.3503,0.2639,10.0,23.0,87.0,57.0,38.0,9.0,3.0,1.0,6.336648388978005,1.14051130326195,1.223878168277431,496006666.6666667,28.88578427355173,28.88578427355173,,,0.009,5.032,0.009,552.683,3.463,0.321657622101628,25.09,cytosol,1.0,,,,,0.0,78.24,0.07,0.12,0.01,0.43,-0.52,48.89,227830.7,7.32,156,213.0,9.5,48.0,6081.0,,1.0,157.0,1.0,1.0,0.3464955577492596,-0.7965735932872655,0.13376110562685095,0.100553701875617,1.0,0.0,0.009,0.368,0.124,0.508,0.21,0.05,2.165,0.0,0.003,0.635,0.0,0.003,0.1,0.0,0.0,0.0,0.0,0.075,0
YJL006C,0,972.0,35.4938,0.0341,,,,0.0463,0.0247,0.0525,0.0679,0.0586,0.0185,0.0185,0.0772,0.0679,0.1173,0.0093,0.0679,0.0309,0.037,0.0617,0.071,0.0525,0.0586,0.0062,0.0525,0.3704,0.1883,0.2407,0.12040000000000001,0.14809999999999998,0.3056,0.426,0.2685,30.0,9.0,35.0,98.0,96.0,40.0,16.0,2.0,2.91087469015885,0.911460281860044,0.8932280366883514,47248000.0,25.49374995633056,25.49374995633056,,,0.089,6.946,0.07,99.499,8.308,0.0,15.69,below threshold,1.0,,,,,0.0,90.56,0.12,0.11,-0.06,0.4,-0.25,37.58,37908.0,8.18,30,55.0,5.7,27.0,972.0,1081.5,,,1.0,0.0,0.021671826625386997,-0.7529758513931889,0.09907120743034056,0.06416191950464395,0.0,0.0,0.059,0.514,0.142,0.344,0.1,0.06,2.3,0.0,0.015,0.368,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.022,0
YJL011C,0,486.0,38.6831,0.27335,-0.160222222222222,0.014917695473251,-0.107301587301587,0.0617,0.0062,0.0494,0.1235,0.0432,0.037,0.0185,0.0556,0.1111,0.1049,0.0309,0.0679,0.0185,0.037,0.037,0.0864,0.0247,0.0432,0.0062,0.0309,0.284,0.2099,0.321,0.1729,0.1666,0.2531,0.37659999999999993,0.3395,18.0,0.0,2.0,44.0,41.0,23.0,19.0,16.0,3.90509424292376,0.737598916976611,0.8704069568384647,486876666.6666667,28.85898112385022,28.85898112385022,179.676165217391,0.017372349030239,0.128,4.464,0.094,47.3,5.603,0.2098765432098765,35.54,nucleus,1.0,,,,,0.0,76.36,0.08,0.12,-0.04,0.41,-0.68,44.72,18592.3,5.4,45,126.0,11.4,10.0,486.0,940.5,,1.0,0.0,1.0,0.11180124223602485,-1.4171776397515528,0.11180124223602485,0.08073229813664597,1.0,0.0,0.398,0.64,0.0,0.36,0.16,0.07,2.24,0.0,0.05,0.13,0.0,0.012,0.0,0.0,0.0,0.02,0.0,0.056,0
YJL013C,0,1548.0,37.4677,0.3649,,,,0.0407,0.0078,0.0426,0.1027,0.0388,0.0426,0.0097,0.064,0.0795,0.1027,0.0233,0.0775,0.0426,0.0446,0.0678,0.0988,0.0349,0.0368,0.0078,0.0329,0.2829,0.2616,0.2694,0.14529999999999998,0.15699999999999997,0.2965,0.34700000000000003,0.30229999999999996,5.0,1.0,58.0,48.0,25.0,14.0,3.0,3.0,3.8766679203151098,0.91187533737704,0.79933422339817,32626000.0,24.959518829973195,24.959518829973195,,,,,,,,0.2751937984496124,17.63,nucleus:cytosol,1.0,,,,,0.0,75.45,0.08,0.13,0.05,0.45,-0.74,47.74,59523.1,7.93,22,249.0,,22.0,1548.0,,,20.0,1.0,0.0,0.31844660194174756,-1.126331844660194,0.17475728155339806,0.16673650485436892,1.0,0.0,0.206,0.491,0.058,0.451,0.15,0.06,2.26,0.0,0.008,0.299,0.0,0.0,0.035,0.0,0.0,0.0,0.006,0.089,0
YJL019W,0,2049.0,39.7755,0.3286,,,,0.0322,0.0029,0.0717,0.0761,0.041,0.041,0.0234,0.0615,0.0688,0.0864,0.0176,0.0717,0.0366,0.0747,0.0395,0.0966,0.0527,0.0425,0.0132,0.0483,0.2928,0.246,0.2123,0.1478,0.1317,0.3469,0.3427,0.27949999999999997,327.0,0.0,0.0,367.0,341.0,15.0,2.0,0.0,4.933890946992995,1.12057126548203,1.1627152973959642,909916666.6666666,29.761159185015686,29.761159185015686,,,,,,,,0.240117130307467,,,0.0,,,,,0.0,68.82,0.1,0.13,0.0,0.44,-0.82,52.35,79148.4,4.91,102,4.0,6.8,,2049.0,2735.5,,10.0,0.0,1.0,0.3651026392961877,-1.1273706744868035,0.15689149560117302,0.21761539589442822,1.0,1.0,0.154,0.469,0.104,0.427,0.16,0.08,2.19,0.0,0.044,0.32,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.067,0
YJL020C,0,3474.0,43.293,0.7629,-0.056486486486486,0.239923143350607,-0.013606557377049,0.0743,0.0,0.0449,0.114,0.032,0.0363,0.032,0.0449,0.0708,0.0509,0.0147,0.0518,0.1079,0.0423,0.0389,0.0933,0.057,0.0699,0.0043,0.019,0.2211,0.2893,0.2539,0.1589,0.1417,0.26339999999999997,0.31,0.3006,53.0,5.0,52.0,99.0,36.0,6.0,0.0,0.0,6.142776613693545,0.93669034928428,1.029594874442784,4483666666.666667,32.06203188084065,32.06203188084065,6697.25678260869,0.647537653265501,0.109,23.672,0.085,278.604,12.496,0.7227979274611399,18.71,below threshold,0.0,,,,,0.0,61.12,0.06,0.14,0.07,0.47,-0.83,63.18,128240.4,4.94,74,122.0,10.1,39.0,3474.0,,5.0,193.0,0.0,0.0,0.567847882454624,-1.0841117545375971,0.22558340535868626,0.19107735522904057,1.0,0.0,0.156,0.302,0.111,0.587,0.38,0.03,1.84,0.0,0.009,0.222,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.101,0
YJL023C,0,1044.0,35.6322,0.2715,,,,0.0345,0.0086,0.0489,0.0575,0.0632,0.0489,0.0115,0.0603,0.1178,0.0833,0.0144,0.0776,0.046,0.023,0.0517,0.0862,0.0661,0.0575,0.0115,0.0287,0.3046,0.2586,0.1897,0.1064,0.18100000000000002,0.2902,0.3534,0.28740000000000004,3.0,12.0,74.0,11.0,9.0,2.0,0.0,0.0,1.42878092427437,1.05797501592623,1.025779613308176,,,24.280945911227352,,,0.047,4.379,0.039,113.033,5.424,0.0,14.24,below threshold,0.0,,,,,0.0,71.97,0.1,0.13,-0.03,0.42,-0.59,37.6,39835.3,10.38,,95.0,,42.0,1044.0,1331.5,,1.0,0.0,0.0,0.08357348703170028,-1.0556296829971181,0.08357348703170028,0.08749308357348703,0.0,0.0,0.072,0.418,0.153,0.429,0.15,0.05,2.12,0.0,0.017,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0
YJL024C,0,585.0,37.7778,0.0888,-0.124210526315789,0.099931623931624,-0.003470319634703,0.0564,0.0103,0.0564,0.0821,0.0615,0.041,0.0051,0.0718,0.041,0.1179,0.0103,0.0718,0.0256,0.0718,0.0256,0.0718,0.0615,0.0769,0.0103,0.0256,0.3641,0.2103,0.2667,0.1385,0.07170000000000001,0.3128,0.4307,0.21020000000000003,1.0,6.0,66.0,17.0,17.0,12.0,3.0,3.0,4.0861021169175,0.942707170799459,1.060704077572395,157353333.33333334,27.22943250891539,27.22943250891539,,,0.122,4.499,0.094,47.684,1.575,0.0,16.13,punctate,1.0,,,76.0,76.0,1.0,97.71,0.1,0.14,0.05,0.47,-0.07,35.61,21923.8,4.07,19,219.0,,27.0,662.0,1082.0,1.0,1.0,1.0,0.0,0.14432989690721648,-0.8102886597938144,0.18556701030927836,0.14784845360824742,0.0,0.0,0.067,0.515,0.165,0.32,0.09,0.08,2.42,0.0,0.046,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0
